Obs,Year,Month,Day,Name,NestName,ID,BandNumber,BandDate,BandDateJul,MeasurementDate,MeasurementDateJulYear,MeasurementDateJul,AgeField,CalcAge,CalcAgeInteger,HatchDate,HatchDateJul,HatchDateJulYear,AllSex,BillNT,TEC,BillWidth,BillDepth,Head,UpperBill,UBillSurface,TotBillSurface,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition
1718,2011,4,20,K7,ECRI11,K7 ECRI11,1055-12789,5/18/2011,138,5/18/2011,2011138,138,28,27.1,27,,110,2011110,F,23.1,35.8,11,12.5,76.6,12.7,158.8,210.3,40.8,58.5,180,121,79,383,
1723,2011,4,20,Q3,DOGS11,Q3 DOGS11,1055-12795,5/19/2011,139,5/19/2011,2011139,139,29,28.2,28,,110,2011110,F,27,37,12.4,12.7,80.8,10,127,232.2,43.8,56.7,211,144,85,377,
1724,2011,4,20,R4,DOGS11,R4 DOGS11,1055-12796,5/19/2011,139,5/19/2011,2011139,139,29,27.6,28,,110,2011110,F,26.6,37.7,13.2,12.7,81.3,11.1,141,244.1,43.6,59.4,200,133,79,380,
1730,2011,4,25,D1,SPRU11,D1 SPRU11,1055-11502,5/21/2011,141,5/21/2011,2011141,141,26,26.2,26,,115,2011115,F,21,33.5,12.2,12,77.4,12.5,150,202.7,43.9,57.9,165,116,59,323,
1747,2011,4,25,W4,SILI11,W4 SILI11,1055-11518,5/23/2011,143,5/23/2011,2011143,143,28,26.8,27,,115,2011115,F,23.7,35.4,13.5,14,78,11.7,163.8,243.4,42.6,56.9,199,127,65,400,
1741,2011,4,26,Q4,CARE11,Q4 CARE11,1055-11513,5/22/2011,142,5/22/2011,2011142,142,26,26.2,26,,116,2011116,F,22.4,.,13.7,12,74.8,.,.,.,.,56,169,115,60,290,
1746,2011,4,26,V3,TRAN11,V3 TRAN11,1055-11517,5/22/2011,142,5/22/2011,2011142,142,26,26.1,26,,116,2011116,F,21.4,31.8,12.5,10.9,73.9,10.4,113.4,186,42.1,58.9,173,111,59,330,
1727,2011,4,27,U7,TRAN11,U7 TRAN11,1055-12799,5/21/2011,141,5/21/2011,2011141,141,24,25.1,25,,117,2011117,F,20.4,32.3,11.2,12.3,72.1,11.9,146.4,189.8,39.8,57.1,168,91,42,365,
1728,2011,4,27,B9,TRAN11,B9 TRAN11,1055-12800,5/21/2011,141,5/21/2011,2011141,141,24,25.7,26,,117,2011117,F,21,32.7,11,12,71.3,11.7,140.4,188,38.6,58.7,160,104,52,343,
1738,2011,4,28,M0,NHAS11,M0 NHAS11,1055-11510,5/21/2011,141,5/21/2011,2011141,141,23,23,23,,118,2011118,F,21.8,31.2,13.8,13.2,72.5,9.4,124.1,210.6,41.3,55.8,139,84,45,362,
1750,2011,4,28,Z7,CARD11,Z7 CARD11,1055-11521,5/26/2011,146,5/26/2011,2011146,146,28,26.8,27,,118,2011118,F,24.2,37.4,13.3,12.9,79,13.2,170.3,245,41.6,58.8,182,126,67,392,
1751,2011,4,29,B1,CARD11,B1 CARD11,1055-11522,5/26/2011,146,5/26/2011,2011146,146,27,26.3,26,,119,2011119,F,22.6,34.5,13.8,11.7,77.1,11.9,139.2,219.9,42.6,58.7,176,115,62,395,
1755,2011,5,3,E4,ROTA11,E4 ROTA11,1055-11525,5/27/2011,147,5/27/2011,2011147,147,24,25.2,25,,123,2011123,F,20.1,32.9,13.2,12.8,71.3,12.8,163.8,213.9,38.4,57.9,143,91,47,360,
1758,2011,5,3,H7,ROTA11,H7 ROTA11,1055-11528,5/27/2011,147,5/27/2011,2011147,147,24,25.2,25,,123,2011123,F,20.9,32.5,13.2,12.9,72.3,11.6,149.6,212.1,39.8,59.1,146,90,47,367,
1762,2011,5,5,M2,YFER11,M2 YFER11,1055-11532,6/2/2011,153,6/2/2011,2011153,153,NA,28.4,28,,125,2011125,F,23.3,32.4,9.9,11.9,78.9,9.1,108.3,176.6,46.5,59,296,133,96,375,
1759,2011,5,6,I8,PEAC11,I8 PEAC11,1055-11529,6/1/2011,152,6/1/2011,2011152,152,26,26.1,26,,126,2011126,F,23.3,33.2,13.1,13.2,77.6,9.9,130.7,218.3,44.4,57.7,187,111,60,404,
1767,2011,5,11,R7,WWC211,R7 WWC211,1055-11537,6/5/2011,156,6/5/2011,2011156,156,NA,25,25,,131,2011131,F,21.1,32.2,12.5,11.4,68.8,11.1,126.5,192.4,36.6,53.5,145,93,38,265,
1769,2011,5,11,U4,WICT11,U4 WICT11,1055-11539,6/5/2011,156,6/5/2011,2011156,156,NA,25.1,25,,131,2011131,F,19.7,29.5,13.2,12.3,68.6,9.8,120.5,188.1,39.1,50.6,140,90,46,292,
1772,2011,5,15,Z9,YBAR11,Z9 YBAR11,1055-11542,6/9/2011,160,6/9/2011,2011160,160,25,24.8,25,,135,2011135,F,21.3,33.4,11.8,12,72.6,12.1,145.2,198.7,39.2,55.4,137,84,38,320,
1775,2011,5,20,C1,HAPA11,C1 HAPA11,1055-11545,6/15/2011,166,6/15/2011,2011166,166,NA,25.6,26,,140,2011140,F,22.6,33.1,13.6,13.2,74.4,10.5,138.6,221.8,41.3,56.2,170,104,51,388,
1773,2011,5,21,A9,HAPA11,A9 HAPA11,1055-11543,6/15/2011,166,6/15/2011,2011166,166,NA,25.1,25,,141,2011141,F,21,31.9,11.4,12.4,67.3,10.9,135.2,189.8,35.4,52.4,160,95,38,375,
1774,2011,5,21,B0,HAPA11,B0 HAPA11,1055-11544,6/15/2011,166,6/15/2011,2011166,166,NA,24.8,25,,141,2011141,F,20.3,31.9,12,12.8,69,11.6,148.5,197.8,37.1,51.6,142,88,30,330,
1783,2012,NA,NA,S7,CISH12,S7 CISH12,1055-11560,5/6/2012,127,5/6/2012,2012127,127,28,26.7,27,4/8/2012,99,2012099,F,24,35.3,10.4,12.8,78.3,11.3,144.6,204.7,43,59.7,186,110,76,410,0.12
1820,2012,4,18,5V,WWCK12,5V WWCK12,1055-11598,5/12/2012,133,5/12/2012,2012133,133,24,25.2,25,,109,2012109,F,22.3,33.1,12.6,12.1,74.5,10.8,130.7,204.4,41.4,55,154,95,45,301,0.12
1909,2013,4,14,9W,YEFE13,9W YEFE13,1055-18063,5/11/2013,131,5/11/2013,2013131,131,27,26.5,27,,104,2013104,F,24.2,37,13.1,14.3,77.5,12.8,183,253.5,40.5,61.6,176,121,62,405,0.12
1910,2013,4,15,1Y,SWAH13,1Y SWAH13,1055-18064,5/11/2013,131,5/11/2013,2013131,131,26,26.3,26,,105,2013105,F,24.9,35.4,13.7,13.1,76.6,10.5,137.6,237.2,41.2,57.8,175,112,63,378,0.13
1911,2013,4,15,2Z,SWAH13,2Z SWAH13,1055-18065,5/11/2013,131,5/11/2013,2013131,131,26,25.9,26,,105,2013105,F,22.5,34.6,12.6,12.8,76.1,12.1,154.9,219.7,41.5,62.4,169,107,57,410,0.12
1938,2013,4,22,6S,PEAC13,6S PEAC13,1055-18092,5/16/2013,136,5/16/2013,2013136,136,24,25.5,25,,112,2013112,F,22.6,34.6,13.8,12,75.7,12,144,223.2,41.1,57.8,160,100,49,380,0.13
1936,2013,4,23,4Q,PEAC13,4Q PEAC13,1055-18090,5/16/2013,136,5/16/2013,2013136,136,23,23,23,,113,2013113,F,21.4,33.3,13.1,12.1,72.6,11.9,144,209.8,39.3,58.6,138,82,40,350,0.12
1940,2013,4,23,8U,OAKS13,8U OAKS13,545-64990,5/18/2013,138,5/18/2013,2013138,138,25,25.6,26,,113,2013113,F,21.4,31.9,11.8,12,73.3,10.5,126,189.8,41.4,59.2,157,99,54,330,0.12
1948,2013,4,24,3E,DBAR13,3E DBAR13,1055-18098,5/19/2013,139,5/19/2013,2013139,139,25,25.8,26,,114,2013114,F,20.7,33.7,12.6,12.8,75,13,166.4,214,41.3,57.2,163,102,57,351,0.12
1943,2013,4,25,2Y,OAKS13,2Y OAKS13,545-64993,5/18/2013,138,5/18/2013,2013138,138,23,23,23,,115,2013115,F,19.2,29,10.6,10.7,67.3,9.8,104.9,154.4,38.3,55.7,136,80,32,285,0.12
1949,2013,4,25,4F,BYWY13,4F BYWY13,1055-18070,5/19/2013,139,5/19/2013,2013139,139,24,25.6,26,,115,2013115,F,21.8,32.9,12.3,12.7,74,11.1,141,205.6,41.1,55.4,161,102,50,386,0.13
1983,2013,4,25,4O,NMUR13,4O NMUR13,1125-01509,5/25/2013,145,5/25/2013,2013145,145,30,29,29,,115,2013115,F,23.2,34.1,11.4,12.7,77.6,10.9,138.4,205.5,43.5,55.9,205,152,94,355,0.13
1956,2013,4,26,0L,TARY13,0L TARY13,1055-18099,5/19/2013,139,5/19/2013,2013139,139,23,23,23,,116,2013116,F,21,33.6,12.3,12.3,74.4,12.6,155,206.6,40.8,58.5,146,88,40,341,0.12
1964,2013,4,26,8T,SSAP13,8T SSAP13,1055-18075,5/22/2013,142,5/22/2013,2013142,142,26,26,26,,116,2013116,F,19.7,31.8,11.3,11,71.4,12.1,133.1,177.3,39.6,54.7,162,113,53,275,0.12
1965,2013,4,26,9U,SSAP13,9U SSAP13,1055-18076,5/22/2013,142,5/22/2013,2013142,142,26,25.9,26,,116,2013116,F,21.9,34.2,12.2,12.8,76.1,12.3,157.4,213.8,41.9,55.3,167,112,53,345,0.13
1966,2013,4,27,0V,SSAP13,0V SSAP13,1055-18077,5/22/2013,142,5/22/2013,2013142,142,25,25.3,25,,117,2013117,F,19.6,31.7,11.5,11.1,71.2,12.1,134.3,179.1,39.5,52.8,159,99,43,282,0.12
1984,2013,4,27,5P,NMUR13,5P NMUR13,1125-01510,5/25/2013,145,5/25/2013,2013145,145,28,26.6,27,,117,2013117,F,20.8,33,10.7,12.2,71.6,12.2,148.8,188.9,38.6,50.2,170,120,66,330,0.14
1975,2013,4,27,4E,JSUP13,4E JSUP13,1125-01501,5/25/2013,145,5/25/2013,2013145,145,28,27.5,28,,117,2013117,F,25,38.6,14.1,13.2,80.4,13.6,179.5,263.4,41.8,60.8,198,129,82,390,0.12
1970,2013,4,28,4Z,DWEL13,4Z DWEL13,1065-24996,5/22/2013,142,5/22/2013,2013142,142,24,28.8,29,,118,2013118,F,21.8,32,11.8,12.4,75.1,10.2,126.5,193.6,43.1,57.6,145,185,48,336,0.12
1976,2013,4,29,5F,BIRN13,5F BIRN13,1125-01502,5/25/2013,145,5/25/2013,2013145,145,26,26.4,26,,119,2013119,F,22,33.2,11.7,11.9,74.6,11.2,133.3,195.9,41.4,56.4,173,119,60,340,0.12
1977,2013,4,29,6G,BIRN13,6G BIRN13,1125-01503,5/25/2013,145,5/25/2013,2013145,145,26,26.9,27,,119,2013119,F,21.6,33.8,12.6,12.6,75.5,12.2,153.7,212.9,41.7,54.8,180,125,68,382,0.13
1979,2013,5,1,0K,BIRN13,0K BIRN13,1125-01505,5/25/2013,145,5/25/2013,2013145,145,24,24.8,25,,121,2013121,F,19.1,30.7,12,12.1,70.1,11.6,140.4,185,39.4,53.4,135,85,35,280,0.12
1992,2013,5,6,3X,WAWD13,3X WAWD13,1125-01518,5/29/2013,149,5/29/2013,2013149,149,23,23,23,,126,2013126,F,19.5,30.3,12.2,12,69.1,10.8,129.6,183.3,38.8,52.8,139,85,36,300,0.13
1996,2013,5,20,12,MNDY13,12 MNDY13,1125-01522,6/12/2013,163,6/12/2013,2013163,163,23,23,23,,140,2013140,F,20.5,32.1,12,11.9,70.9,11.6,138,191.8,38.8,58.3,146,91,49,381,0.12
2002,2014,4,14,79,NBUR14,79 NBUR14,1125-01531,5/10/2014,130,5/10/2014,2014130,130,26,25.7,26,,104,2014104,F,20.9,31.1,11.8,12.2,72.6,10.2,124.4,186.6,41.5,56,155,102,54,345,0.13
2004,2014,4,14,91,NBUR14,91 NBUR14,1125-01533,5/10/2014,130,5/10/2014,2014130,130,26,25.6,26,,104,2014104,F,21.5,31.3,12.8,12.3,73.6,9.8,120.5,196.4,42.3,56.8,151,101,51,360,0.13
2009,2014,4,17,47,SICH14,47 SICH14,1125-01538,5/10/2014,130,5/10/2014,2014130,130,23,23,23,,107,2014107,F,20.4,32,11.7,12.7,72.2,11.6,147.3,195.2,40.2,57.7,145,90,47,348,0.12
2062,2014,4,25,31,SINE14,31 SINE14,1125-01587,5/20/2014,140,5/20/2014,2014140,140,25,24.8,25,,115,2014115,F,20,30.5,12.5,11.2,67.6,10.5,117.6,180.7,37.1,52.4,140,79,43,300,0.13
2065,2014,4,26,75,THOR14,75 THOR14,1125-01590,5/21/2014,141,5/21/2014,2014141,141,25,25.5,26,,116,2014116,F,20.8,32.5,13.3,13.3,74.2,11.7,155.6,216.1,41.7,59.9,153,100,50,363,0.12
2165,2016,4,14,EP,NMUR16,EP NMUR16,1125-01697,5/8/2016,129,5/8/2016,2016129,129,NA,24.5,24,,105,2016105,F,18.7,28,12.3,11.5,68,9.3,107,166.6,40,50.6,127,75,31,294,0.13
2276,2017,4,27,BM,DANK17,BM DANK17,0975-00238,5/23/2017,143,5/23/2017,2017143,143,NA,25.7,26,,117,2017117,F,21.2,31.7,11.7,11.9,71.1,10.5,125,187,39.4,53.6,157,106,50,305,0.13
2291,2017,5,2,WR,ECLO17,WR ECLO17,0975-00252,5/26/2017,146,5/26/2017,2017146,146,NA,24.2,24,,122,2017122,F,18.4,31.2,12.5,11.9,70.2,12.8,152.3,190.3,39,58,119,67,18,286,0.11
2311,2017,5,5,TT,ICCL17,TT ICCL17,1135-10220,5/30/2017,150,5/30/2017,2017150,150,NA,25.4,25,,125,2017125,F,21.4,33.6,12.6,12,71.3,12.2,146.4,206.6,37.7,56.1,155,98,47,343,0.12
2321,2017,5,9,DI,JSU217,DI JSU217,1135-10230,6/5/2017,156,6/5/2017,2017156,156,NA,27.2,27,,129,2017129,F,24.2,34.2,11.1,11.6,75.9,10,116,194.1,41.7,56.4,183,130,72,345,0.12
2330,2017,5,20,LA,MINO17,LA MINO17,1135-10238,6/14/2017,165,6/14/2017,2017165,165,NA,25.4,25,,140,2017140,F,21.8,34.4,12.7,12.8,75.2,12.6,161.3,219.3,40.8,59.4,160,101,46,388,0.12
2345,2018,4,18,MY,SALE18,MY SALE18,1135-10259,5/13/2018,133,5/13/2018,2018133,133,25,25.5,26,,108,2018108,F,21.1,33,11.8,12.5,72.2,11.9,148.8,200.5,39.2,57,150,99,51,340,0.12
2358,2018,4,23,ZL,NBUR18,ZL NBUR18,1135-10272,5/17/2018,137,5/17/2018,2018137,137,24,25.4,25,,113,2018113,F,21.8,33.4,12.3,12.6,75.3,11.6,146.2,207.9,41.9,56.9,150,93,53,357,0.12
2370,2018,4,25,JA,NMUR18,JA NMUR18,1135-10284,5/20/2018,140,5/20/2018,2018140,140,25,25.5,26,,115,2018115,F,22.4,35,11.3,11.3,71.8,12.6,142.4,197.8,36.8,59.9,161,101,50,370,0.12
2382,2018,4,30,WN,LISP18,WN LISP18,1135-10197,5/27/2018,147,5/27/2018,2018147,147,27,26.7,27,,120,2018120,F,23.7,35.5,11.6,13,78.2,11.8,153.4,218.3,42.7,58.4,179,124,64,370,0.12
