Obs,Year,Month,Day,Name,NestName,ID,BandNumber,BandDate,BandDateJul,MeasurementDate,MeasurementDateJulYear,MeasurementDateJul,AgeField,CalcAge,CalcAgeInteger,HatchDate,HatchDateJul,HatchDateJulYear,AllSex,BillNT,TEC,BillWidth,BillDepth,Head,UpperBill,UBillSurface,TotBillSurface,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition,MaxTempMean1_11,MaxTempMean12_22,MaxTempMeanIncubation,PrecipSum1_11,PrecipSum12_22,PrecipSumIncubation,GDDSum1_11,GDDSum12_22,GDDSumIncubation,CDDSum1_11,CDDSum12_22,CDDSumIncubation
1955,2013,5,4,HPH-S,SALE13,HPH-S SALE13,545-64996,5/19/2013,139,5/19/2013,2013139,139,15,15,15,,124,2013124,,15.2,24.5,10.7,10,59.5,9.3,93,126.8,35,43.6,70,28,5,170,0.13,67.27273,71.27273,62.21053,0.53,1.07,1.39,80,119,66,1,28,0
1956,2013,4,26,0L,TARY13,0L TARY13,1055-18099,5/19/2013,139,5/19/2013,2013139,139,23,23,23,,116,2013116,F,21,33.6,12.3,12.3,74.4,12.6,155,206.6,40.8,58.5,146,88,40,341,0.12,67,66.45455,56.73684,0.11,0.55,2.48,61,77,32,0,1,0
1957,2013,4,26,2N,TARY13,2N TARY13,1055-18100,5/19/2013,139,5/19/2013,2013139,139,23,23,23,,116,2013116,,21.3,33.9,12.2,12,74.4,12.6,151.2,205.1,40.5,57.2,149,93,49,340,0.12,67,66.45455,56.73684,0.11,0.55,2.48,61,77,32,0,1,0
1958,2013,4,26,3O,TARY13,3O TARY13,545-64997,5/19/2013,139,5/19/2013,2013139,139,23,23,23,,116,2013116,,20.2,32,11.6,11.2,71,11.8,132.2,182.4,39,56.1,140,85,39,298,0.12,67,66.45455,56.73684,0.11,0.55,2.48,61,77,32,0,1,0
1959,2013,4,27,4P,TARY13,4P TARY13,545-64998,5/19/2013,139,5/19/2013,2013139,139,22,22,22,,117,2013117,,17.9,28.4,11.1,10.6,66.3,10.5,111.3,154.1,37.9,53.4,119,77,25,235,0.12,68.45455,65.45455,56.10526,0.09,0.55,2.48,71,67,30,0,1,0
1960,2013,4,23,5Q,CWAR13,5Q CWAR13,1065-24991,5/21/2013,141,5/21/2013,2013141,141,28,27.1,27,,113,2013113,M,22.2,34,11.9,12.6,75.2,11.8,148.7,208.3,41.2,54.8,183,133,68,300,0.12,63.54545,67.27273,54.84211,0.35,0.53,2.22,40,80,30,0,1,0
1961,2013,4,23,6R,CWAR13,6R CWAR13,1065-24992,5/21/2013,141,5/21/2013,2013141,141,28,27.4,27,,113,2013113,M,22.4,33.7,12,12.3,77.2,11.3,139,204.7,43.5,56.9,197,130,77,350,0.12,63.54545,67.27273,54.84211,0.35,0.53,2.22,40,80,30,0,1,0
1962,2013,4,25,7S,CWAR13,7S CWAR13,1065-24993,5/21/2013,141,5/21/2013,2013141,141,26,25,25,,115,2013115,M,19.1,32.5,12.2,11.6,70.2,13.4,155.4,193.4,37.7,51.5,141,98,30,230,0.12,66.27273,66.36364,56.15789,0.35,0.55,2.46,56,78,32,0,1,0
1963,2013,4,23,doa,CWAR13,doa CWAR13,,,141,5/21/2013,2013141,141,28,27.4,27,,113,2013113,,21.5,34.2,11.1,12.2,74.8,12.7,154.9,199.2,40.6,56.5,186,131,76,295,0.12,63.54545,67.27273,54.84211,0.35,0.53,2.22,40,80,30,0,1,0
1964,2013,4,26,8T,SSAP13,8T SSAP13,1055-18075,5/22/2013,142,5/22/2013,2013142,142,26,26,26,,116,2013116,F,19.7,31.8,11.3,11,71.4,12.1,133.1,177.3,39.6,54.7,162,113,53,275,0.12,67,66.45455,56.73684,0.11,0.55,2.48,61,77,32,0,1,0
1965,2013,4,26,9U,SSAP13,9U SSAP13,1055-18076,5/22/2013,142,5/22/2013,2013142,142,26,25.9,26,,116,2013116,F,21.9,34.2,12.2,12.8,76.1,12.3,157.4,213.8,41.9,55.3,167,112,53,345,0.13,67,66.45455,56.73684,0.11,0.55,2.48,61,77,32,0,1,0
1966,2013,4,27,0V,SSAP13,0V SSAP13,1055-18077,5/22/2013,142,5/22/2013,2013142,142,25,25.3,25,,117,2013117,F,19.6,31.7,11.5,11.1,71.2,12.1,134.3,179.1,39.5,52.8,159,99,43,282,0.12,68.45455,65.45455,56.10526,0.09,0.55,2.48,71,67,30,0,1,0
1967,2013,4,26,1W,SSAP13,1W SSAP13,1055-18078,5/22/2013,142,5/22/2013,2013142,142,26,26.5,27,,116,2013116,,21.2,32.4,11.1,12.5,75.6,11.2,140,191.2,43.2,57,184,125,59,340,0.12,67,66.45455,56.73684,0.11,0.55,2.48,61,77,32,0,1,0
1968,2013,4,24,2X,FOPA13,2X FOPA13,1065-24994,5/22/2013,142,5/22/2013,2013142,142,28,27,27,,114,2013114,,22.3,34,12,12.5,78.5,11.7,146.3,208.3,44.5,60.6,185,128,68,360,0.12,64.90909,65.72727,55.10526,0.35,0.53,2.22,46,74,30,0,1,0
1969,2013,4,24,3Y,FOPA13,3Y FOPA13,1065-24995,5/22/2013,142,5/22/2013,2013142,142,28,27.3,27,,114,2013114,M,22.8,32.4,11.5,12.7,77.2,9.6,121.9,196,44.8,58.4,190,128,78,366,0.12,64.90909,65.72727,55.10526,0.35,0.53,2.22,46,74,30,0,1,0
1970,2013,4,28,4Z,DWEL13,4Z DWEL13,1065-24996,5/22/2013,142,5/22/2013,2013142,142,24,28.8,29,,118,2013118,F,21.8,32,11.8,12.4,75.1,10.2,126.5,193.6,43.1,57.6,145,185,48,336,0.12,70.54545,64.72727,56.21053,0.09,0.55,2.48,87,58,29,1,0,0
1971,2013,4,28,0A,DWEL13,0A DWEL13,1065-24997,5/22/2013,142,5/22/2013,2013142,142,24,25.9,26,,118,2013118,M,21.7,34,11.3,12.2,74.1,12.3,150.1,199.8,40.1,56.8,152,103,60,349,0.12,70.54545,64.72727,56.21053,0.09,0.55,2.48,87,58,29,1,0,0
1972,2013,4,28,1B,DWEL13,1B DWEL13,1065-24998,5/22/2013,142,5/22/2013,2013142,142,24,25.2,25,,118,2013118,M,22.8,33.7,11.9,11.4,76.3,10.9,124.3,196.3,42.6,60.7,148,89,48,370,0.12,70.54545,64.72727,56.21053,0.09,0.55,2.48,87,58,29,1,0,0
1973,2013,4,29,2C,DWEL13,2C DWEL13,1065-24999,5/22/2013,142,5/22/2013,2013142,142,23,23,23,,119,2013119,M,21.7,34.2,12.1,12.6,74.1,12.5,157.5,211.2,39.9,55.5,134,80,35,343,0.13,70.45455,64.72727,56.42105,0.22,0.42,2.26,93,61,33,1,0,0
1974,2013,4,30,3D,DWEL13,3D DWEL13,1065-25000,5/22/2013,142,5/22/2013,2013142,142,22,22,22,,120,2013120,,19.2,28.4,11.4,11.7,68.5,9.2,107.6,164,40.1,55.4,128,64,24,285,0.12,70.45455,65.90909,56.68421,0.13,0.42,1.86,91,76,36,1,7,0
1975,2013,4,27,4E,JSUP13,4E JSUP13,1125-01501,5/25/2013,145,5/25/2013,2013145,145,28,27.5,28,,117,2013117,F,25,38.6,14.1,13.2,80.4,13.6,179.5,263.4,41.8,60.8,198,129,82,390,0.12,68.45455,65.45455,56.10526,0.09,0.55,2.48,71,67,30,0,1,0
1976,2013,4,29,5F,BIRN13,5F BIRN13,1125-01502,5/25/2013,145,5/25/2013,2013145,145,26,26.4,26,,119,2013119,F,22,33.2,11.7,11.9,74.6,11.2,133.3,195.9,41.4,56.4,173,119,60,340,0.12,70.45455,64.72727,56.42105,0.22,0.42,2.26,93,61,33,1,0,0
1977,2013,4,29,6G,BIRN13,6G BIRN13,1125-01503,5/25/2013,145,5/25/2013,2013145,145,26,26.9,27,,119,2013119,F,21.6,33.8,12.6,12.6,75.5,12.2,153.7,212.9,41.7,54.8,180,125,68,382,0.13,70.45455,64.72727,56.42105,0.22,0.42,2.26,93,61,33,1,0,0
1978,2013,4,30,7H,BIRN13,7H BIRN13,1125-01504,5/25/2013,145,5/25/2013,2013145,145,25,25.7,26,,120,2013120,M,22.8,33.6,12.7,12.4,75.9,10.8,133.9,210.8,42.3,55.9,163,108,50,362,0.13,70.45455,65.90909,56.68421,0.13,0.42,1.86,91,76,36,1,7,0
1979,2013,5,1,0K,BIRN13,0K BIRN13,1125-01505,5/25/2013,145,5/25/2013,2013145,145,24,24.8,25,,121,2013121,F,19.1,30.7,12,12.1,70.1,11.6,140.4,185,39.4,53.4,135,85,35,280,0.12,71.81818,67.45455,57.89474,0.51,0.4,1.82,100,89,40,1,17,0
1980,2013,5,3,1L,ROTA13,1L ROTA13,1125-01506,5/25/2013,145,5/25/2013,2013145,145,22,22,22,,123,2013123,F,20.2,32.1,12.5,11.6,69.7,11.9,138,193.4,37.6,55,140,85,39,327,0.13,69.90909,71.63636,60.89474,0.53,0.92,1.39,92,119,60,1,28,0
1981,2013,5,3,2M,ROTA13,2M ROTA13,1125-01507,5/25/2013,145,5/25/2013,2013145,145,22,22,22,,123,2013123,,20.7,33,12.3,11.2,71.6,12.3,137.8,193.9,38.6,56.1,142,88,40,320,0.12,69.90909,71.63636,60.89474,0.53,0.92,1.39,92,119,60,1,28,0
1982,2013,4,25,3N,NMUR13,3N NMUR13,1125-01508,5/25/2013,145,5/25/2013,2013145,145,30,29.1,29,,115,2013115,M,25.1,37.6,11.8,13.9,81.4,12.5,173.8,241.6,43.8,58.8,215,148,100,396,0.12,66.27273,66.36364,56.15789,0.35,0.55,2.46,56,78,32,0,1,0
1983,2013,4,25,4O,NMUR13,4O NMUR13,1125-01509,5/25/2013,145,5/25/2013,2013145,145,30,29,29,,115,2013115,F,23.2,34.1,11.4,12.7,77.6,10.9,138.4,205.5,43.5,55.9,205,152,94,355,0.13,66.27273,66.36364,56.15789,0.35,0.55,2.46,56,78,32,0,1,0
1984,2013,4,27,5P,NMUR13,5P NMUR13,1125-01510,5/25/2013,145,5/25/2013,2013145,145,28,26.6,27,,117,2013117,F,20.8,33,10.7,12.2,71.6,12.2,148.8,188.9,38.6,50.2,170,120,66,330,0.14,68.45455,65.45455,56.10526,0.09,0.55,2.48,71,67,30,0,1,0
1985,2013,4,26,6Q,NMUR13,6Q NMUR13,1125-01511,5/25/2013,145,5/25/2013,2013145,145,29,27.8,28,,116,2013116,M,24.1,38.1,12.3,13.9,80.5,14,194.6,249.6,42.4,57.6,197,141,78,368,0.12,67,66.45455,56.73684,0.11,0.55,2.48,61,77,32,0,1,0
1986,2013,5,4,7R,TUCH13,7R TUCH13,1125-01512,5/25/2013,145,5/25/2013,2013145,145,21,21,21,,124,2013124,M,21.4,33.3,13.1,13.7,74,11.9,163,223.1,40.7,57.2,151,90,38,324,0.12,67.27273,71.27273,62.21053,0.53,1.07,1.39,80,119,66,1,28,0
1987,2013,5,4,8S,TUCH13,8S TUCH13,1125-01513,5/25/2013,145,5/25/2013,2013145,145,21,21,21,,124,2013124,F,19.5,30.6,12.4,11.5,69.5,11.1,127.7,182.8,38.9,54.9,143,85,35,285,0.12,67.27273,71.27273,62.21053,0.53,1.07,1.39,80,119,66,1,28,0
1988,2013,5,6,9T,TUCH13,9T TUCH13,1125-01514,5/25/2013,145,5/25/2013,2013145,145,19,19,19,,126,2013126,F,18.4,28.6,12.1,11.3,67.4,10.2,115.3,167.3,38.8,52.3,118,77,23,245,0.12,66.36364,69.18182,63.21053,0.55,1.05,0.97,78,105,78,1,28,0
1989,2013,5,8,0U,CARE13,0U CARE13,1125-01515,5/25/2013,145,5/25/2013,2013145,145,17,17,17,,128,2013128,F,17.3,29.4,12.9,11.9,66.4,12.1,144,182.3,37,51.4,118,59,20,261,0.12,65.45455,68.36364,64.84211,0.55,1.64,0.97,67,113,95,1,28,1
1990,2013,4,25,1V,YBAR13,1V YBAR13,1125-01516,5/26/2013,146,5/26/2013,2013146,146,31,31,31,,115,2013115,,24,37.3,13.6,13.4,80.6,13.3,178.2,251.8,43.3,60.1,216,153,109,385,0.12,66.27273,66.36364,56.15789,0.35,0.55,2.46,56,78,32,0,1,0
1991,2013,4,28,2W,YFER13,2W YFER13,1125-01517,5/26/2013,146,5/26/2013,2013146,146,28,27.5,27,,118,2013118,M,23,37.5,13.6,13.7,79.6,14.5,198.7,255.9,42.1,62.5,194,129,80,389,0.12,70.54545,64.72727,56.21053,0.09,0.55,2.48,87,58,29,1,0,0
1992,2013,5,6,3X,WAWD13,3X WAWD13,1125-01518,5/29/2013,149,5/29/2013,2013149,149,23,23,23,,126,2013126,F,19.5,30.3,12.2,12,69.1,10.8,129.6,183.3,38.8,52.8,139,85,36,300,0.13,66.36364,69.18182,63.21053,0.55,1.05,0.97,78,105,78,1,28,0
1993,2013,5,5,4Y,WAWD13,4Y WAWD13,1125-01519,5/29/2013,149,5/29/2013,2013149,149,24,25.7,26,,125,2013125,M,21,32.7,12.6,11.7,73.4,11.7,136.9,198.7,40.7,54.7,165,106,50,353,0.13,65.72727,71.09091,62.52632,0.53,1.07,1.39,74,119,71,1,28,0
1994,2013,5,12,5Z,WCRI13,5Z WCRI13,1125-01520,6/5/2013,156,6/5/2013,2013156,156,24,25.5,25,,132,2013132,M,22,34.8,11.9,12.3,74.4,12.8,157.4,210.5,39.6,57.8,160,103,46,355,0.12,67.45455,72.18182,67.47368,0.4,1.41,0.88,89,149,120,17,52,1
1995,2013,5,19,1,SIHA13,1 SIHA13,1125-01521,6/12/2013,163,6/12/2013,2013163,163,24,25.2,25,,139,2013139,M,23,34.9,13.1,12,75.4,11.9,142.8,219,40.5,57.1,161,94,46,380,0.13,68.36364,74.09091,68.21053,1.64,1.19,0.55,113,154,131,28,43,1
1996,2013,5,20,12,MNDY13,12 MNDY13,1125-01522,6/12/2013,163,6/12/2013,2013163,163,23,23,23,,140,2013140,F,20.5,32.1,12,11.9,70.9,11.6,138,191.8,38.8,58.3,146,91,49,381,0.12,69.72727,73.18182,68.31579,1.77,1.06,0.55,129,144,138,36,35,1
1997,2013,5,21,23,MNDY13,23 MNDY13,1125-01523,6/12/2013,163,6/12/2013,2013163,163,22,22,22,,141,2013141,M,22.1,34,12.8,12.1,74,11.9,144,211.7,40,57.5,132,74,34,385,0.13,71.54545,71.27273,68.73684,1.77,1.27,0.55,141,134,152,44,27,8
1998,2013,6,2,34,BIH213,34 BIH213,1125-01524,6/29/2013,180,6/29/2013,2013180,180,27,26.7,27,,153,2013153,M,22.8,36.1,12.3,12.9,78.5,13.3,171.6,227.4,42.4,57.9,191,119,70,345,0.12,69,73.36364,72.21053,1.56,0.37,1.79,118,142,234,16,20,69
1999,2013,6,7,45,SEP213,45 SEP213,1125-01525,6/29/2013,180,6/29/2013,2013180,180,22,22,22,,158,2013158,F,21.7,34.1,13,12.8,72.5,12.4,158.7,219.9,38.4,56.7,137,83,42,320,0.12,66.81818,80.18182,72.15789,1.71,1.61,2.49,112,208,244,0,64,71
2000,2013,6,8,56,SEP213,56 SEP213,1125-01526,6/29/2013,180,6/29/2013,2013180,180,21,21,21,,159,2013159,M,20.2,34.2,12.4,12.3,72.6,14,172.2,211.2,38.4,58.1,132,68,30,322,0.12,68.72727,79.27273,71.94737,1.21,1.63,2.81,122,207,242,2,63,71
2001,2014,4,14,68,NBUR14,68 NBUR14,1125-01530,5/10/2014,130,5/10/2014,2014130,130,26,26.5,27,,104,2014104,M,24.8,37.1,12.6,13.7,80.1,12.3,168.5,243.9,43,59.2,177,116,68,430,0.13,59.27273,55.63636,49.26316,1.29,0.99,2.22,44,3,22,8,0,6
2002,2014,4,14,79,NBUR14,79 NBUR14,1125-01531,5/10/2014,130,5/10/2014,2014130,130,26,25.7,26,,104,2014104,F,20.9,31.1,11.8,12.2,72.6,10.2,124.4,186.6,41.5,56,155,102,54,345,0.13,59.27273,55.63636,49.26316,1.29,0.99,2.22,44,3,22,8,0,6
2003,2014,4,14,80,NBUR14,80 NBUR14,1125-01532,5/10/2014,130,5/10/2014,2014130,130,26,26.1,26,,104,2014104,M,24,35.2,12.1,13.1,79.4,11.2,146.7,221.8,44.2,60.9,173,114,57,385,0.12,59.27273,55.63636,49.26316,1.29,0.99,2.22,44,3,22,8,0,6
2004,2014,4,14,91,NBUR14,91 NBUR14,1125-01533,5/10/2014,130,5/10/2014,2014130,130,26,25.6,26,,104,2014104,F,21.5,31.3,12.8,12.3,73.6,9.8,120.5,196.4,42.3,56.8,151,101,51,360,0.13,59.27273,55.63636,49.26316,1.29,0.99,2.22,44,3,22,8,0,6
2005,2014,4,17,3,SICH14,3 SICH14,1125-01534,5/10/2014,130,5/10/2014,2014130,130,23,23,23,,107,2014107,,21,32,12.5,12.8,72.4,11,140.8,202.4,40.4,57.2,144,90,45,330,0.12,54.81818,56.63636,52.15789,0.62,0.82,3,6,4,39,0,0,8
2006,2014,4,18,14,SICH14,14 SICH14,1125-01535,5/10/2014,130,5/10/2014,2014130,130,22,22,22,,108,2014108,M,22.1,33.9,13.8,13.1,75.5,11.8,154.6,228,41.6,59.9,136,78,36,392,0.12,55.90909,59.18182,52.63158,0.62,1.28,1.67,6,19,39,0,0,8
2007,2014,4,17,25,SICH14,25 SICH14,1125-01536,5/10/2014,130,5/10/2014,2014130,130,23,23,23,,107,2014107,,21.7,35.3,14.1,14,77.2,13.6,190.4,248,41.9,60,151,90,44,355,0.12,54.81818,56.63636,52.15789,0.62,0.82,3,6,4,39,0,0,8
2008,2014,4,18,36,SICH14,36 SICH14,1125-01537,5/10/2014,130,5/10/2014,2014130,130,22,22,22,,108,2014108,,21.9,34.5,12.4,12.7,74.8,12.6,160,216.5,40.3,58.8,139,78,35,350,0.12,55.90909,59.18182,52.63158,0.62,1.28,1.67,6,19,39,0,0,8
2009,2014,4,17,47,SICH14,47 SICH14,1125-01538,5/10/2014,130,5/10/2014,2014130,130,23,23,23,,107,2014107,F,20.4,32,11.7,12.7,72.2,11.6,147.3,195.2,40.2,57.7,145,90,47,348,0.12,54.81818,56.63636,52.15789,0.62,0.82,3,6,4,39,0,0,8
2010,2014,4,23,1125-01539,ROTA14,1125-01539 ROTA14,1125-01539,5/10/2014,130,5/10/2014,2014130,130,17,17,17,,113,2014113,,18.4,27.1,16,11.3,66.7,8.7,98.3,185,39.6,52.8,83,40,11,342,0.13,54.36364,69.18182,56.68421,1.25,1.46,1.87,3,89,45,0,10,8
2011,2014,4,23,1125-01540,ROTA14,1125-01540 ROTA14,1125-01540,5/10/2014,130,5/10/2014,2014130,130,17,17,17,,113,2014113,,17.8,24.9,12.8,12,64.5,7.1,85.2,154.4,39.6,50.6,81,39,6,295,0.13,54.36364,69.18182,56.68421,1.25,1.46,1.87,3,89,45,0,10,8
2012,2014,4,23,1125-01541,ROTA14,1125-01541 ROTA14,1125-01541,5/10/2014,130,5/10/2014,2014130,130,17,17,17,,113,2014113,,18.4,27.8,12.6,12.4,67.2,9.4,116.6,173.8,39.4,52.1,79,34,6,312,0.13,54.36364,69.18182,56.68421,1.25,1.46,1.87,3,89,45,0,10,8
2013,2014,4,25,1125-01542,ROTA14,1125-01542 ROTA14,1125-01542,5/10/2014,130,5/10/2014,2014130,130,15,15,15,,115,2014115,,15.6,22,12.2,10.2,57.4,6.4,65.3,123.2,35.4,39.2,53,17,1,200,0.15,55.63636,73.45455,56.89474,0.99,2.02,1.92,3,120,45,0,13,8
2014,2014,4,15,58,FAIR14,58 FAIR14,1125-01543,5/11/2014,131,5/11/2014,2014131,131,26,26.2,26,,105,2014105,,23.7,36.7,12.3,13.6,79.2,13,176.8,237.6,42.5,58.6,171,111,61,395,0.13,56.45455,56.18182,52.15789,1.29,0.99,2.44,23,3,39,2,0,8
2015,2014,4,15,69,FAIR14,69 FAIR14,1125-01544,5/11/2014,131,5/11/2014,2014131,131,26,25.6,26,,105,2014105,,22.5,32.9,11.8,13.8,74.8,10.4,143.5,210.6,41.9,57.7,156,100,54,358,0.12,56.45455,56.18182,52.15789,1.29,0.99,2.44,23,3,39,2,0,8
2016,2014,4,15,70,FAIR14,70 FAIR14,1125-01545,5/11/2014,131,5/11/2014,2014131,131,26,25.8,26,,105,2014105,,22.7,35.7,12.6,13.5,75.1,13,175.5,232.9,39.4,59,160,103,56,400,0.12,56.45455,56.18182,52.15789,1.29,0.99,2.44,23,3,39,2,0,8
2017,2014,4,15,81,FAIR14,81 FAIR14,1125-01546,5/11/2014,131,5/11/2014,2014131,131,26,25.9,26,,105,2014105,,22.6,36,11.8,13.2,76.6,13.4,176.9,225,40.6,62.2,168,109,56,392,0.12,56.45455,56.18182,52.15789,1.29,0.99,2.44,23,3,39,2,0,8
2018,2014,4,15,92,FAIR14,92 FAIR14,1125-01547,5/11/2014,131,5/11/2014,2014131,131,26,26.1,26,,105,2014105,,22.9,34.4,12.5,14.1,78.2,11.5,162.2,228.8,43.8,60.6,164,110,59,362,0.12,56.45455,56.18182,52.15789,1.29,0.99,2.44,23,3,39,2,0,8
2019,2014,4,19,4,STEX14,4 STEX14,1125-01548,5/11/2014,131,5/11/2014,2014131,131,22,22,22,,109,2014109,M,21.9,34.9,12.5,12.9,74.1,13,167.7,221.6,39.2,58.8,139,81,35,374,0.12,56.45455,61.27273,54.05263,0.62,1.5,1.67,6,40,39,0,6,8
2020,2014,4,19,15,STEX14,15 STEX14,1125-01549,5/11/2014,131,5/11/2014,2014131,131,22,22,22,,109,2014109,,20.8,34,12.7,12.7,73,13.2,167.6,215.9,39,59.5,140,82,33,420,0.13,56.45455,61.27273,54.05263,0.62,1.5,1.67,6,40,39,0,6,8
2021,2014,4,19,26,STEX14,26 STEX14,1125-01550,5/11/2014,131,5/11/2014,2014131,131,22,22,22,,109,2014109,F,21.2,31.5,12.5,12,72.3,10.3,123.6,192.9,40.8,56.7,128,74,27,375,0.13,56.45455,61.27273,54.05263,0.62,1.5,1.67,6,40,39,0,6,8
2022,2014,4,15,37,YEFE14,37 YEFE14,1125-01551,5/11/2014,131,5/11/2014,2014131,131,26,25.6,26,,105,2014105,,24.1,34.9,11.7,13.3,77,10.8,143.6,218.1,42.1,58.4,158,104,51,380,0.12,56.45455,56.18182,52.15789,1.29,0.99,2.44,23,3,39,2,0,8
2023,2014,4,15,48,YEFE14,48 YEFE14,1125-01552,5/11/2014,131,5/11/2014,2014131,131,26,26.1,26,,105,2014105,,25.7,38.7,12.2,13.5,79.3,13,175.5,248.6,40.6,62.9,170,112,59,463,0.12,56.45455,56.18182,52.15789,1.29,0.99,2.44,23,3,39,2,0,8
2024,2014,4,15,59,YEFE14,59 YEFE14,1125-01553,5/11/2014,131,5/11/2014,2014131,131,26,25.5,25,,105,2014105,,23.6,35.6,13.1,13.6,75.3,12,163.2,237.6,39.7,58.6,152,98,51,398,0.13,56.45455,56.18182,52.15789,1.29,0.99,2.44,23,3,39,2,0,8
2025,2014,4,16,60,YEFE14,60 YEFE14,1125-01554,5/11/2014,131,5/11/2014,2014131,131,25,25,25,,106,2014106,,23.2,34.5,12.6,12.6,75.3,11.3,142.4,217.4,40.8,61,138,88,40,362,0.12,55.27273,55.63636,53.10526,1.24,0.82,3.02,6,3,39,0,0,8
2026,2014,4,17,71,YEFE14,71 YEFE14,1125-01555,5/11/2014,131,5/11/2014,2014131,131,24,24.1,24,,107,2014107,,22,34.3,11.7,12.1,69.8,12.3,148.8,204.1,35.5,59,120,62,24,346,0.12,54.81818,56.63636,52.15789,0.62,0.82,3,6,4,39,0,0,8
2027,2014,4,19,82,SMUR14,82 SMUR14,1125-01556,5/14/2014,134,5/14/2014,2014134,134,25,25.8,26,,109,2014109,,22.5,35.1,12.4,13.5,77.3,12.6,170.1,227.3,42.2,61.8,161,106,54,400,0.12,56.45455,61.27273,54.05263,0.62,1.5,1.67,6,40,39,0,6,8
2028,2014,4,19,93,SMUR14,93 SMUR14,1125-01557,5/14/2014,134,5/14/2014,2014134,134,25,25.5,25,,109,2014109,,23,34.7,13.7,12.8,76.4,11.7,149.8,229.9,41.7,59.8,152,99,50,370,0.12,56.45455,61.27273,54.05263,0.62,1.5,1.67,6,40,39,0,6,8
2029,2014,4,19,5,SMUR14,5 SMUR14,1125-01558,5/14/2014,134,5/14/2014,2014134,134,25,25.9,26,,109,2014109,,22.3,33,11.8,12.1,74.8,10.7,129.5,197.2,41.8,59.2,158,105,60,345,0.12,56.45455,61.27273,54.05263,0.62,1.5,1.67,6,40,39,0,6,8
2030,2014,4,19,16,SMUR14,16 SMUR14,1125-01559,5/14/2014,134,5/14/2014,2014134,134,25,25.5,25,,109,2014109,,24,36.3,13.7,12.9,77.2,12.3,158.7,241.4,40.9,61.6,162,103,46,395,0.12,56.45455,61.27273,54.05263,0.62,1.5,1.67,6,40,39,0,6,8
2031,2014,4,21,27,SMUR14,27 SMUR14,1125-01560,5/14/2014,134,5/14/2014,2014134,134,23,23,23,,111,2014111,,20.3,33.2,12,12.6,71.1,12.9,162.5,204.2,37.9,57.4,130,76,32,370,0.13,56.18182,65.18182,55,1.01,1.11,1.67,6,58,39,0,6,8
2032,2014,4,19,38,SSAP14,38 SSAP14,1125-01561,5/14/2014,134,5/14/2014,2014134,134,25,25.7,26,,109,2014109,M,23.8,36.3,12.8,13.7,79.3,12.5,171.3,240.5,43,61.2,166,96,59,440,0.12,56.45455,61.27273,54.05263,0.62,1.5,1.67,6,40,39,0,6,8
2033,2014,4,19,49,SSAP14,49 SSAP14,1125-01562,5/14/2014,134,5/14/2014,2014134,134,25,25.6,26,,109,2014109,,22.1,34,12.6,12.5,75.4,11.9,148.8,213.4,41.4,57.9,160,102,50,350,0.12,56.45455,61.27273,54.05263,0.62,1.5,1.67,6,40,39,0,6,8
2034,2014,4,19,50,SSAP14,50 SSAP14,1125-01563,5/14/2014,134,5/14/2014,2014134,134,25,25.7,26,,109,2014109,,21.9,33.5,12.4,11.8,74.8,11.6,136.9,202.7,41.3,58.4,162,107,51,342,0.12,56.45455,61.27273,54.05263,0.62,1.5,1.67,6,40,39,0,6,8
2035,2014,4,20,61,SSAP14,61 SSAP14,1125-01564,5/14/2014,134,5/14/2014,2014134,134,24,24.5,25,,110,2014110,,21.3,33.6,12.7,12.2,73.3,12.3,150.1,209.2,39.7,54.8,133,76,30,212,0.11,55.72727,63.54545,54.52632,0.77,1.35,1.67,6,48,39,0,6,8
2036,2014,4,25,72,BYWY14,72 BYWY14,1125-01565,5/15/2014,135,5/15/2014,2014135,135,20,20,20,,115,2014115,,21.7,31.4,12.9,12.5,70.7,9.7,121.3,199.4,39.3,53.5,122,67,30,305,0.13,55.63636,73.45455,56.89474,0.99,2.02,1.92,3,120,45,0,13,8
2037,2014,4,26,83,BYWY14,83 BYWY14,1125-01567,5/15/2014,135,5/15/2014,2014135,135,19,19,19,,116,2014116,,22,32.8,13.5,11.9,72.3,10.8,128.5,208.3,39.5,55.2,117,62,24,330,0.13,56.18182,73.27273,57.47368,0.99,3.29,2.09,3,120,45,0,13,8
2038,2014,4,26,94,BYWY14,94 BYWY14,1125-01568,5/15/2014,135,5/15/2014,2014135,135,19,19,19,,116,2014116,,19.9,30,12.4,11.3,67.4,10.1,114.1,177.8,37.4,51,117,58,20,260,0.13,56.18182,73.27273,57.47368,0.99,3.29,2.09,3,120,45,0,13,8
2039,2014,4,27,SFR-B,BYWY14,SFR-B BYWY14,1125-01569,5/15/2014,135,5/15/2014,2014135,135,18,18,18,,117,2014117,,17.8,30.1,11.6,11.3,62.7,12.3,139,172.3,32.6,48.4,89,41,13,180,0.12,55.63636,73.09091,57.73684,0.82,3.32,1.63,3,120,45,0,13,8
2040,2014,4,25,17,BYWY14,17 BYWY14,1125-01566,5/15/2014,135,5/15/2014,2014135,135,20,20,20,,115,2014115,,20.8,32.5,13.2,12.5,72.3,11.7,146.3,208.8,39.8,55.9,125,68,30,365,0.13,55.63636,73.45455,56.89474,0.99,2.02,1.92,3,120,45,0,13,8
