row,id,family,year,age,sex,tongY1,palY1,meanY1,tongM1,palM1,meanM1,sat1 ,hue1,tongY2,palY2,meanY2,tongM2,palM2,meanM2,sat2,hue2,bodTemp1,bodTemp2,diffBodTemp,ambTemp1,ambTemp2,ambFinal,broodSize,bandTime1,bandTime2,handleTime,bandOrder,time1,time2,obtainTime,date,julDate,mass,tailLength,tarsus,wingChord,sevenPrim,expSevenPrim,billNT,billWidth,billDepth,TEC,head,skull,timeOut1,timeOut2,obt1Max,obt1Min,obt1Max,obt1Min,t1MaxMinusHour,t1MinMinusHour,t1MeanMinusHour,t1MaxAtBand,t1MinAtBand,t1MeanAtBand,futureBreeder,broodSize,familyProducedBreeder,comments
69,SWB-W BURP03,BURP03,2003,26,M,30,30,30,70,50,60,90,0.667,,,,,,,,,36.9,,,18.3,,18.3,2,9:38:00,,,2,9:50:00,,9:18:00,5/27/2003,147,130,12,45,95,50,30,17.6,12.8,10.5,27.7,62.9,35.2,32,,58.6,51.8,62,58.5,58.6,51.8,54.8,62,58.5,60,2,2,2, 
159,GP 96IR05,96IR05,2005,24,F,30,30,30,70,70,70,100,0.7,50,40,45,70,70,70,115,0.609,39.6,39.9,-0.4,13.7,,13.7,2,17:56:00,18:13:00,,,17:55:00,18:14:00,17:45:00,5/16/2005,136,385,55,57.2,158,100,53,22.1,11.9,12.7,34.6,74.2,39.6,10,29,,,,,,,,,,,2,2,2,
223,OF SEPG05,SEPG05,2005,26,M,30,40,35,80,90,85,120,0.708,50,40,45,70,90,80,125,0.64,38.9,40.4,-1.5,14.3,,14.3,2,13:59:00,14:06:00,,,13:38:00,14:07:00,13:33:00,5/22/2005,142,415,74,61.2,189,116,85,24.8,12.2,12.3,38.2,79.5,41.3,5,34,,,,,,,,,,,2,2,2,
225,QD WARO05,WARO05,2005,33,M,30,30,30,60,60,60,90,0.667,40,30,35,70,70,70,105,0.667,40.3,41.1,-0.8,12.5,,12.5,2,16:27:00,16:49:00,,,16:33:00,16:50:00,,5/22/2005,142,480,111,62.7,230,162,124,25.3,14.2,14.8,39.3,84,44.7,,,,,,,,,,,,,2,2,2,
135,AZ NEEL04,AZ NEEL05,2004,27,F,70,50,60,80,70,75,135,0.556,60,50,55,80,80,80,135,0.593,41.7,41.2,0.5,23.3,23.5,23.3,1,,,,,10:11:00,10:27:00,10:02:00,5/24/2004,145,366,70,54.2,180,125,75,20.7,11.7,12.9,32.8,72.2,39.4,9,25,,,,,,,,,,20.67,2,1,2,
136,BY SWPG04,BY SWPG05,2004,31,M,70,50,60,60,50,55,115,0.478,60,40,50,70,50,60,110,0.545,42.3,42.2,0.1,22.2,,22.2,1,,,,,11:48:00,12:03:00,11:35:00,5/24/2004,145,500,98,66,215,150,102,25.8,14.2,14.5,40.2,86.1,45.9,13,28,,,,,,,,,,23.83,2,1,2,
147,KP ORHA04,KP ORHA05,2004,29,F,60,40,50,70,70,70,120,0.583,50,50,50,70,70,70,120,0.583,41.6,41.8,-0.2,,,20.8,1,,,,,12:12:00,12:25:00,11:57:00,5/26/2004,147,452,89,61.6,193,133,92,24.6,13,14.3,36.6,80.3,43.7,15,28,,,,,,,,,,20.83,2,1,2,
156,CV ECR204,CV ECR205,2004,26,F,60,50,55,90,80,85,140,0.607,60,50,55,90,80,85,140,0.607,41.3,41.4,-0.1,,,20.2,1,,,,,9:15:00,9:35:00,9:02:00,6/14/2004,166,383,58,58.2,169,110,68,22.9,12.7,13,35.7,77.4,41.7,13,33,,,,,,,,,,20.22,2,1,2,
217,DQ ROGO05,ROGO05,2005,27,F,60,50,55,80,80,80,135,0.593,40,40,40,80,90,85,125,0.68,40.1,40.3,-0.2,21.1,,21.1,1,10:43:00,10:52:00,,,10:40:00,10:52:00,10:32:00,5/21/2005,141,362,76,55.3,170,119,67,22,12.6,12.9,34.7,75.2,40.5,8,20,,,,,,,,,,,2,1,2,
79,34 STAD03,STAD03,2003,23,M,50,60,55,80,90,85,140,0.607,70,70,70,80,90,85,155,0.548,39.6,40.9,-1.4,18.3,,18.3,1,12:00:00,12:18:00,18,1,11:58:00,12:22:00,11:45:00,6/4/2003,155,362,50,59.5,159,98,28,21.9,12.7,11.8,33.1,76,42.9,13,37,61.5,59.2,61.1,59.1,61.5,59.2,60.3,61.1,59.1,60,2,1,2, 
195,JL LRIS05,LRIS05,2005,28,F,50,40,45,70,80,75,120,0.625,50,60,55,99,99,99,154,0.643,41.6,40.7,0.9,23.8,,23.8,1,12:32:00,12:51:00,,,12:28:00,12:53:00,12:24:00,5/19/2005,139,360,81,59.9,186,126,73,22.3,10.8,11.6,34.2,77.2,43,4,29,,,,,,,,,,,2,1,2,
213,EP ORHA05,ORHA05,2005,26,F,50,40,45,80,90,85,130,0.654,50,30,40,80,80,80,120,0.667,41,40.5,0.5,22.1,,22.1,1,12:09:00,12:18:00,,,12:07:00,12:18:00,11:59:00,5/21/2005,141,377,62,58.6,167,110,67,22.8,12.6,12.7,34.2,77.7,43.5,8,19,,,,,,,,,,,2,1,2,
85,24 COPA03,COPA03,2003,26,F,40,40,40,60,60,60,100,0.6,40,40,40,60,60,60,100,0.6,40.7,40.3,0.4,,,21.9,1,,,,1,13:06:00,13:42:00,12:46:00,6/15/2003,166,300,45,58.3,153,101,65,23,12,12.1,35.8,76.4,40.6,20,56,70,67.9,71.3,69.3,71.3,69.3,70.2,72.1,70.3,21.89,2,1,2, 
72,44 HATR03,HATR03,2003,27,F,30,30,30,50,50,50,80,0.625,30,30,30,60,60,60,90,0.667,41,42.1,-1.1,18.3,,18.3,1,9:55:00,10:13:00,18,1,9:53:00,10:15:00,9:39:00,5/29/2003,149,333,55,56.4,180,120,76,22.4,13.8,12.8,34.3,77.5,43.2,14,36,59.1,54.8,61.7,58.9,59.1,54.8,57,61.7,58.9,60.6,2,1,2, 
218,NG BRBI05,BRBI05,2005,25,,30,40,35,70,80,75,110,0.682,40,50,45,80,90,85,130,0.654,38.7,38.7,-0.1,11.8,,11.8,1,11:36:00,11:46:00,,,11:26:00,11:47:00,11:21:00,5/22/2005,142,396,56,59.6,166,106,56,22.8,12.7,12.4,35.4,77.9,42.5,5,26,,,,,,,,,,,2,1,2,
