Obs,Year,Name,NestName,ID,BandNumber,BandDate,BandDateJul,MeasurementDate,MeasurementDateJulYear,MeasurementDateJul,AgeField,CalcAge,CalcAgeInteger,HatchDate,HatchDateJul1,HatchDateJul,AllSex,BillNT,TEC,BillWidth,BillDepth,Head,UpperBill,UBillSurface,TotBillSurface,Skull,Tarsus,WingChord,Primary7,TailLength,Weight,Condition,,,
1962,2013,7S,CWAR13,7S CWAR13,1065-24993,5/21/2013,141,05/21/2013,2013141,141,26,25.0,25,,115,2013115,M,19.1,32.5,12.2,11.6,70.2,13.4,155.4,193.4,37.7,51.5,141,98,30,230,0.12 ,,,
1963,2013,doa,CWAR13,doa CWAR13,,,141,05/21/2013,2013141,141,28,27.4,27,,113,2013113,,21.5,34.2,11.1,12.2,74.8,12.7,154.9,199.2,40.6,56.5,186,131,76,295,0.12 ,,,
1964,2013,8T,SSAP13,8T SSAP13,1055-18075,5/22/2013,142,05/22/2013,2013142,142,26,26.0,26,,116,2013116,F,19.7,31.8,11.3,11,71.4,12.1,133.1,177.3,39.6,54.7,162,113,53,275,0.12 ,,,
1965,2013,9U,SSAP13,9U SSAP13,1055-18076,5/22/2013,142,05/22/2013,2013142,142,26,25.9,26,,116,2013116,F,21.9,34.2,12.2,12.8,76.1,12.3,157.4,213.8,41.9,55.3,167,112,53,345,0.13 ,,,
1966,2013,0V,SSAP13,0V SSAP13,1055-18077,5/22/2013,142,05/22/2013,2013142,142,25,25.3,25,,117,2013117,F,19.6,31.7,11.5,11.1,71.2,12.1,134.3,179.1,39.5,52.8,159,99,43,282,0.12 ,,,
1967,2013,1W,SSAP13,1W SSAP13,1055-18078,5/22/2013,142,05/22/2013,2013142,142,26,26.5,27,,116,2013116,,21.2,32.4,11.1,12.5,75.6,11.2,140.0,191.2,43.2,57,184,125,59,340,0.12 ,,,
1968,2013,2X,FOPA13,2X FOPA13,1065-24994,5/22/2013,142,05/22/2013,2013142,142,28,27.0,27,,114,2013114,,22.3,34,12,12.5,78.5,11.7,146.3,208.3,44.5,60.6,185,128,68,360,0.12 ,,,
1969,2013,3Y,FOPA13,3Y FOPA13,1065-24995,5/22/2013,142,05/22/2013,2013142,142,28,27.3,27,,114,2013114,M,22.8,32.4,11.5,12.7,77.2,9.6,121.9,196.0,44.8,58.4,190,128,78,366,0.12 ,,,
1970,2013,4Z,DWEL13,4Z DWEL13,1065-24996,5/22/2013,142,05/22/2013,2013142,142,24,28.8,29,,118,2013118,F,21.8,32,11.8,12.4,75.1,10.2,126.5,193.6,43.1,57.6,145,185,48,336,0.12 ,,,
1971,2013,0A,DWEL13,0A DWEL13,1065-24997,5/22/2013,142,05/22/2013,2013142,142,24,25.9,26,,118,2013118,M,21.7,34,11.3,12.2,74.1,12.3,150.1,199.8,40.1,56.8,152,103,60,349,0.12 ,,,
1972,2013,1B,DWEL13,1B DWEL13,1065-24998,5/22/2013,142,05/22/2013,2013142,142,24,25.2,25,,118,2013118,M,22.8,33.7,11.9,11.4,76.3,10.9,124.3,196.3,42.6,60.7,148,89,48,370,0.12 ,,,
1973,2013,2C,DWEL13,2C DWEL13,1065-24999,5/22/2013,142,05/22/2013,2013142,142,23,23.0,23,,119,2013119,M,21.7,34.2,12.1,12.6,74.1,12.5,157.5,211.2,39.9,55.5,134,80,35,343,0.13 ,,,
1974,2013,3D,DWEL13,3D DWEL13,1065-25000,5/22/2013,142,05/22/2013,2013142,142,22,22.0,22,,120,2013120,,19.2,28.4,11.4,11.7,68.5,9.2,107.6,164.0,40.1,55.4,128,64,24,285,0.12 ,,,
1975,2013,4E,JSUP13,4E JSUP13,1125-01501,5/25/2013,145,05/25/2013,2013145,145,28,27.5,28,,117,2013117,F,25,38.6,14.1,13.2,80.4,13.6,179.5,263.4,41.8,60.8,198,129,82,390,0.12 ,,,
1976,2013,5F,BIRN13,5F BIRN13,1125-01502,5/25/2013,145,05/25/2013,2013145,145,26,26.4,26,,119,2013119,F,22,33.2,11.7,11.9,74.6,11.2,133.3,195.9,41.4,56.4,173,119,60,340,0.12 ,,,
1977,2013,6G,BIRN13,6G BIRN13,1125-01503,5/25/2013,145,05/25/2013,2013145,145,26,26.9,27,,119,2013119,F,21.6,33.8,12.6,12.6,75.5,12.2,153.7,212.9,41.7,54.8,180,125,68,382,0.13 ,,,
1978,2013,7H,BIRN13,7H BIRN13,1125-01504,5/25/2013,145,05/25/2013,2013145,145,25,25.7,26,,120,2013120,M,22.8,33.6,12.7,12.4,75.9,10.8,133.9,210.8,42.3,55.9,163,108,50,362,0.13 ,,,
1979,2013,0K,BIRN13,0K BIRN13,1125-01505,5/25/2013,145,05/25/2013,2013145,145,24,24.8,25,,121,2013121,F,19.1,30.7,12,12.1,70.1,11.6,140.4,185.0,39.4,53.4,135,85,35,280,0.12 ,,,
1980,2013,1L,ROTA13,1L ROTA13,1125-01506,5/25/2013,145,05/25/2013,2013145,145,22,22.0,22,,123,2013123,F,20.2,32.1,12.5,11.6,69.7,11.9,138.0,193.4,37.6,55,140,85,39,327,0.13 ,,,
1981,2013,2M,ROTA13,2M ROTA13,1125-01507,5/25/2013,145,05/25/2013,2013145,145,22,22.0,22,,123,2013123,,20.7,33,12.3,11.2,71.6,12.3,137.8,193.9,38.6,56.1,142,88,40,320,0.12 ,,,
1982,2013,3N,NMUR13,3N NMUR13,1125-01508,5/25/2013,145,05/25/2013,2013145,145,30,29.1,29,,115,2013115,M,25.1,37.6,11.8,13.9,81.4,12.5,173.8,241.6,43.8,58.8,215,148,100,396,0.12 ,,,
1983,2013,4O,NMUR13,4O NMUR13,1125-01509,5/25/2013,145,05/25/2013,2013145,145,30,29.0,29,,115,2013115,F,23.2,34.1,11.4,12.7,77.6,10.9,138.4,205.5,43.5,55.9,205,152,94,355,0.13 ,,,
1984,2013,5P,NMUR13,5P NMUR13,1125-01510,5/25/2013,145,05/25/2013,2013145,145,28,26.6,27,,117,2013117,F,20.8,33,10.7,12.2,71.6,12.2,148.8,188.9,38.6,50.2,170,120,66,330,0.14 ,,,
1985,2013,6Q,NMUR13,6Q NMUR13,1125-01511,5/25/2013,145,05/25/2013,2013145,145,29,27.8,28,,116,2013116,M,24.1,38.1,12.3,13.9,80.5,14,194.6,249.6,42.4,57.6,197,141,78,368,0.12 ,,,
1986,2013,7R,TUCH13,7R TUCH13,1125-01512,5/25/2013,145,05/25/2013,2013145,145,21,21.0,21,,124,2013124,M,21.4,33.3,13.1,13.7,74,11.9,163.0,223.1,40.7,57.2,151,90,38,324,0.12 ,,,
1987,2013,8S,TUCH13,8S TUCH13,1125-01513,5/25/2013,145,05/25/2013,2013145,145,21,21.0,21,,124,2013124,F,19.5,30.6,12.4,11.5,69.5,11.1,127.7,182.8,38.9,54.9,143,85,35,285,0.12 ,,,
1988,2013,9T,TUCH13,9T TUCH13,1125-01514,5/25/2013,145,05/25/2013,2013145,145,19,19.0,19,,126,2013126,F,18.4,28.6,12.1,11.3,67.4,10.2,115.3,167.3,38.8,52.3,118,77,23,245,0.12 ,,,
1989,2013,0U,CARE13,0U CARE13,1125-01515,5/25/2013,145,05/25/2013,2013145,145,17,17.0,17,,128,2013128,F,17.3,29.4,12.9,11.9,66.4,12.1,144.0,182.3,37,51.4,118,59,20,261,0.12 ,,,
1990,2013,1V,YBAR13,1V YBAR13,1125-01516,5/26/2013,146,05/26/2013,2013146,146,31,31.0,31,,115,2013115,,24,37.3,13.6,13.4,80.6,13.3,178.2,251.8,43.3,60.1,216,153,109,385,0.12 ,,,
1991,2013,2W,YFER13,2W YFER13,1125-01517,5/26/2013,146,05/26/2013,2013146,146,28,27.5,27,,118,2013118,M,23,37.5,13.6,13.7,79.6,14.5,198.7,255.9,42.1,62.5,194,129,80,389,0.12 ,,,
1992,2013,3X,WAWD13,3X WAWD13,1125-01518,5/29/2013,149,05/29/2013,2013149,149,23,23.0,23,,126,2013126,F,19.5,30.3,12.2,12,69.1,10.8,129.6,183.3,38.8,52.8,139,85,36,300,0.13 ,,,
1993,2013,4Y,WAWD13,4Y WAWD13,1125-01519,5/29/2013,149,05/29/2013,2013149,149,24,25.7,26,,125,2013125,M,21,32.7,12.6,11.7,73.4,11.7,136.9,198.7,40.7,54.7,165,106,50,353,0.13 ,,,
1994,2013,5Z,WCRI13,5Z WCRI13,1125-01520,6/5/2013,156,06/05/2013,2013156,156,24,25.5,25,,132,2013132,M,22,34.8,11.9,12.3,74.4,12.8,157.4,210.5,39.6,57.8,160,103,46,355,0.12 ,,,
1995,2013,01,SIHA13,1 SIHA13,1125-01521,6/12/2013,163,06/12/2013,2013163,163,24,25.2,25,,139,2013139,M,23,34.9,13.1,12,75.4,11.9,142.8,219.0,40.5,57.1,161,94,46,380,0.13 ,,,
1996,2013,12,MNDY13,12 MNDY13,1125-01522,6/12/2013,163,06/12/2013,2013163,163,23,23.0,23,,140,2013140,F,20.5,32.1,12,11.9,70.9,11.6,138.0,191.8,38.8,58.3,146,91,49,381,0.12 ,,,
1997,2013,23,MNDY13,23 MNDY13,1125-01523,6/12/2013,163,06/12/2013,2013163,163,22,22.0,22,,141,2013141,M,22.1,34,12.8,12.1,74,11.9,144.0,211.7,40,57.5,132,74,34,385,0.13 ,,,
1998,2013,34,BIH213,34 BIH213,1125-01524,6/29/2013,180,06/29/2013,2013180,180,27,26.7,27,,153,2013153,M,22.8,36.1,12.3,12.9,78.5,13.3,171.6,227.4,42.4,57.9,191,119,70,345,0.12 ,,,
1999,2013,45,SEP213,45 SEP213,1125-01525,6/29/2013,180,06/29/2013,2013180,180,22,22.0,22,,158,2013158,F,21.7,34.1,13,12.8,72.5,12.4,158.7,219.9,38.4,56.7,137,83,42,320,0.12 ,,,
2000,2013,56,SEP213,56 SEP213,1125-01526,6/29/2013,180,06/29/2013,2013180,180,21,21.0,21,,159,2013159,M,20.2,34.2,12.4,12.3,72.6,14,172.2,211.2,38.4,58.1,132,68,30,322,0.12 ,,,
2001,2014,68,NBUR14,68 NBUR14,1125-01530,5/10/2014,130,05/10/2014,2014130,130,26,26.5,27,,104,2014104,M,24.8,37.1,12.6,13.7,80.1,12.3,168.5,243.9,43,59.2,177,116,68,430,0.13 ,,,
2002,2014,79,NBUR14,79 NBUR14,1125-01531,5/10/2014,130,05/10/2014,2014130,130,26,25.7,26,,104,2014104,F,20.9,31.1,11.8,12.2,72.6,10.2,124.4,186.6,41.5,56,155,102,54,345,0.13 ,,,
2003,2014,80,NBUR14,80 NBUR14,1125-01532,5/10/2014,130,05/10/2014,2014130,130,26,26.1,26,,104,2014104,M,24,35.2,12.1,13.1,79.4,11.2,146.7,221.8,44.2,60.9,173,114,57,385,0.12 ,,,
2004,2014,91,NBUR14,91 NBUR14,1125-01533,5/10/2014,130,05/10/2014,2014130,130,26,25.6,26,,104,2014104,F,21.5,31.3,12.8,12.3,73.6,9.8,120.5,196.4,42.3,56.8,151,101,51,360,0.13 ,,,
2005,2014,03,SICH14,3 SICH14,1125-01534,5/10/2014,130,05/10/2014,2014130,130,23,23.0,23,,107,2014107,,21,32,12.5,12.8,72.4,11,140.8,202.4,40.4,57.2,144,90,45,330,0.12 ,,,
2006,2014,14,SICH14,14 SICH14,1125-01535,5/10/2014,130,05/10/2014,2014130,130,22,22.0,22,,108,2014108,M,22.1,33.9,13.8,13.1,75.5,11.8,154.6,228.0,41.6,59.9,136,78,36,392,0.12 ,,,
2007,2014,25,SICH14,25 SICH14,1125-01536,5/10/2014,130,05/10/2014,2014130,130,23,23.0,23,,107,2014107,,21.7,35.3,14.1,14,77.2,13.6,190.4,248.0,41.9,60,151,90,44,355,0.12 ,,,
2008,2014,36,SICH14,36 SICH14,1125-01537,5/10/2014,130,05/10/2014,2014130,130,22,22.0,22,,108,2014108,,21.9,34.5,12.4,12.7,74.8,12.6,160.0,216.5,40.3,58.8,139,78,35,350,0.12 ,,,
2009,2014,47,SICH14,47 SICH14,1125-01538,5/10/2014,130,05/10/2014,2014130,130,23,23.0,23,,107,2014107,F,20.4,32,11.7,12.7,72.2,11.6,147.3,195.2,40.2,57.7,145,90,47,348,0.12 ,,,
2010,2014,1125-01539,ROTA14,1125-01539 ROTA14,1125-01539,5/10/2014,130,05/10/2014,2014130,130,17,17.0,17,,113,2014113,,18.4,27.1,16,11.3,66.7,8.7,98.3,185.0,39.6,52.8,83,40,11,342,0.13 ,,,
2011,2014,1125-01540,ROTA14,1125-01540 ROTA14,1125-01540,5/10/2014,130,05/10/2014,2014130,130,17,17.0,17,,113,2014113,,17.8,24.9,12.8,12,64.5,7.1,85.2,154.4,39.6,50.6,81,39,6,295,0.13 ,,,
2012,2014,1125-01541,ROTA14,1125-01541 ROTA14,1125-01541,5/10/2014,130,05/10/2014,2014130,130,17,17.0,17,,113,2014113,,18.4,27.8,12.6,12.4,67.2,9.4,116.6,173.8,39.4,52.1,79,34,6,312,0.13 ,,,
2013,2014,1125-01542,ROTA14,1125-01542 ROTA14,1125-01542,5/10/2014,130,05/10/2014,2014130,130,15,15.0,15,,115,2014115,,15.6,22,12.2,10.2,57.4,6.4,65.3,123.2,35.4,39.2,53,17,1,200,0.15 ,,,
2014,2014,58,FAIR14,58 FAIR14,1125-01543,05/11/2014,131,05/11/2014,2014131,131,26,26.2,26,,105,2014105,,23.7,36.7,12.3,13.6,79.2,13,176.8,237.6,42.5,58.6,171,111,61,395,0.13 ,,,
2015,2014,69,FAIR14,69 FAIR14,1125-01544,05/11/2014,131,05/11/2014,2014131,131,26,25.6,26,,105,2014105,,22.5,32.9,11.8,13.8,74.8,10.4,143.5,210.6,41.9,57.7,156,100,54,358,0.12 ,,,
2016,2014,70,FAIR14,70 FAIR14,1125-01545,05/11/2014,131,05/11/2014,2014131,131,26,25.8,26,,105,2014105,,22.7,35.7,12.6,13.5,75.1,13,175.5,232.9,39.4,59,160,103,56,400,0.12 ,,,
2017,2014,81,FAIR14,81 FAIR14,1125-01546,05/11/2014,131,05/11/2014,2014131,131,26,25.9,26,,105,2014105,,22.6,36,11.8,13.2,76.6,13.4,176.9,225.0,40.6,62.2,168,109,56,392,0.12 ,,,
2018,2014,92,FAIR14,92 FAIR14,1125-01547,05/11/2014,131,05/11/2014,2014131,131,26,26.1,26,,105,2014105,,22.9,34.4,12.5,14.1,78.2,11.5,162.2,228.8,43.8,60.6,164,110,59,362,0.12 ,,,
2019,2014,4,STEX14,4 STEX14,1125-01548,05/11/2014,131,05/11/2014,2014131,131,22,22.0,22,,109,2014109,M,21.9,34.9,12.5,12.9,74.1,13,167.7,221.6,39.2,58.8,139,81,35,374,0.12 ,,,
2020,2014,15,STEX14,15 STEX14,1125-01549,05/11/2014,131,05/11/2014,2014131,131,22,22.0,22,,109,2014109,,20.8,34,12.7,12.7,73,13.2,167.6,215.9,39,59.5,140,82,33,420,0.13 ,,,
2021,2014,26,STEX14,26 STEX14,1125-01550,05/11/2014,131,05/11/2014,2014131,131,22,22.0,22,,109,2014109,F,21.2,31.5,12.5,12,72.3,10.3,123.6,192.9,40.8,56.7,128,74,27,375,0.13 ,,,
2022,2014,37,YEFE14,37 YEFE14,1125-01551,05/11/2014,131,05/11/2014,2014131,131,26,25.6,26,,105,2014105,,24.1,34.9,11.7,13.3,77,10.8,143.6,218.1,42.1,58.4,158,104,51,380,0.12 ,,,
2023,2014,48,YEFE14,48 YEFE14,1125-01552,05/11/2014,131,05/11/2014,2014131,131,26,26.1,26,,105,2014105,,25.7,38.7,12.2,13.5,79.3,13,175.5,248.6,40.6,62.9,170,112,59,463,0.12 ,,,
2024,2014,59,YEFE14,59 YEFE14,1125-01553,05/11/2014,131,05/11/2014,2014131,131,26,25.5,25,,105,2014105,,23.6,35.6,13.1,13.6,75.3,12,163.2,237.6,39.7,58.6,152,98,51,398,0.13 ,,,
2025,2014,60,YEFE14,60 YEFE14,1125-01554,05/11/2014,131,05/11/2014,2014131,131,25,25.0,25,,106,2014106,,23.2,34.5,12.6,12.6,75.3,11.3,142.4,217.4,40.8,61,138,88,40,362,0.12 ,,,
2026,2014,71,YEFE14,71 YEFE14,1125-01555,05/11/2014,131,05/11/2014,2014131,131,24,24.1,24,,107,2014107,,22,34.3,11.7,12.1,69.8,12.3,148.8,204.1,35.5,59,120,62,24,346,0.12 ,,,
2027,2014,82,SMUR14,82 SMUR14,1125-01556,05/14/2014,134,05/14/2014,2014134,134,25,25.8,26,,109,2014109,,22.5,35.1,12.4,13.5,77.3,12.6,170.1,227.3,42.2,61.8,161,106,54,400,0.12 ,,,
2028,2014,93,SMUR14,93 SMUR14,1125-01557,05/14/2014,134,05/14/2014,2014134,134,25,25.5,25,,109,2014109,,23,34.7,13.7,12.8,76.4,11.7,149.8,229.9,41.7,59.8,152,99,50,370,0.12 ,,,
2029,2014,5,SMUR14,5 SMUR14,1125-01558,05/14/2014,134,05/14/2014,2014134,134,25,25.9,26,,109,2014109,,22.3,33,11.8,12.1,74.8,10.7,129.5,197.2,41.8,59.2,158,105,60,345,0.12 ,,,
2030,2014,16,SMUR14,16 SMUR14,1125-01559,05/14/2014,134,05/14/2014,2014134,134,25,25.5,25,,109,2014109,,24,36.3,13.7,12.9,77.2,12.3,158.7,241.4,40.9,61.6,162,103,46,395,0.12 ,,,
2031,2014,27,SMUR14,27 SMUR14,1125-01560,05/14/2014,134,05/14/2014,2014134,134,23,23.0,23,,111,2014111,,20.3,33.2,12,12.6,71.1,12.9,162.5,204.2,37.9,57.4,130,76,32,370,0.13 ,,,
2032,2014,38,SSAP14,38 SSAP14,1125-01561,05/14/2014,134,05/14/2014,2014134,134,25,25.7,26,,109,2014109,M,23.8,36.3,12.8,13.7,79.3,12.5,171.3,240.5,43,61.2,166,96,59,440,0.12 ,,,
2033,2014,49,SSAP14,49 SSAP14,1125-01562,05/14/2014,134,05/14/2014,2014134,134,25,25.6,26,,109,2014109,,22.1,34,12.6,12.5,75.4,11.9,148.8,213.4,41.4,57.9,160,102,50,350,0.12 ,,,
2034,2014,50,SSAP14,50 SSAP14,1125-01563,05/14/2014,134,05/14/2014,2014134,134,25,25.7,26,,109,2014109,,21.9,33.5,12.4,11.8,74.8,11.6,136.9,202.7,41.3,58.4,162,107,51,342,0.12 ,,,
2035,2014,61,SSAP14,61 SSAP14,1125-01564,05/14/2014,134,05/14/2014,2014134,134,24,24.5,25,,110,2014110,,21.3,33.6,12.7,12.2,73.3,12.3,150.1,209.2,39.7,54.8,133,76,30,212,0.11 ,,,
2036,2014,72,BYWY14,72 BYWY14,1125-01565,05/15/2014,135,05/15/2014,2014135,135,20,20.0,20,,115,2014115,,21.7,31.4,12.9,12.5,70.7,9.7,121.3,199.4,39.3,53.5,122,67,30,305,0.13 ,,,
2037,2014,83,BYWY14,83 BYWY14,1125-01567,05/15/2014,135,05/15/2014,2014135,135,19,19.0,19,,116,2014116,,22,32.8,13.5,11.9,72.3,10.8,128.5,208.3,39.5,55.2,117,62,24,330,0.13 ,,,
2038,2014,94,BYWY14,94 BYWY14,1125-01568,05/15/2014,135,05/15/2014,2014135,135,19,19.0,19,,116,2014116,,19.9,30,12.4,11.3,67.4,10.1,114.1,177.8,37.4,51,117,58,20,260,0.13 ,,,
2039,2014,SFR-B,BYWY14,SFR-B BYWY14,1125-01569,05/15/2014,135,05/15/2014,2014135,135,18,18.0,18,,117,2014117,,17.8,30.1,11.6,11.3,62.7,12.3,139.0,172.3,32.6,48.4,89,41,13,180,0.12 ,,,
2040,2014,17,BYWY14,17 BYWY14,1125-01566,05/15/2014,135,05/15/2014,2014135,135,20,20.0,20,,115,2014115,,20.8,32.5,13.2,12.5,72.3,11.7,146.3,208.8,39.8,55.9,125,68,30,365,0.13 ,,,
2041,2014,6,MTPW14,6 MTPW14,1125-01570,05/16/2014,136,05/16/2014,2014136,136,23,23.0,23,,113,2014113,,23.1,35.8,13.8,13.3,78.1,12.7,168.9,242.5,42.3,60.5,157,94,50,425,0.12 ,,,
2042,2014,28,MTPW14,28 MTPW14,1125-01571,05/16/2014,136,05/16/2014,2014136,136,23,23.0,23,,113,2014113,,20.7,33.6,12.5,12.9,71.7,12.9,166.4,213.4,38.1,56.5,138,80,38,355,0.13 ,,,
2043,2014,39,MTPW14,39 MTPW14,1125-01572,05/16/2014,136,05/16/2014,2014136,136,23,23.0,23,,113,2014113,,20.9,33.2,13.5,13,71.9,12.3,159.9,220.0,38.7,57.7,147,89,47,405,0.13 ,,,
2044,2014,40,MTPW14,40 MTPW14,1125-01573,05/16/2014,136,05/16/2014,2014136,136,22,22.0,22,,114,2014114,,21.2,33.5,13.6,12.7,75,12.3,156.2,220.3,41.5,59.2,127,63,23,400,0.12 ,,,
2045,2014,51,MTPW14,51 MTPW14,1125-01574,05/16/2014,136,05/16/2014,2014136,136,21,21.0,21,,115,2014115,,19,30.5,12.3,11.3,65.9,11.5,130.0,180.0,35.4,52,95,45,12,270,0.12 ,,,
2046,2014,62,BIRN14,62 BIRN14,1125-01575,05/18/2014,138,05/18/2014,2014138,138,23,23.0,23,,115,2014115,,21.4,33.9,12.2,12.3,73.6,12.5,153.8,207.6,39.7,57.4,142,92,45,418,0.13 ,,,
2047,2014,73,BIRN14,73 BIRN14,1125-01576,05/18/2014,138,05/18/2014,2014138,138,23,23.0,23,,115,2014115,,21.9,34.5,12.6,12.8,74.2,12.6,161.3,219.1,39.7,57.3,143,90,44,392,0.13 ,,,
2048,2014,95,BIRN14,95 BIRN14,1125-01577,05/18/2014,138,05/18/2014,2014138,138,23,23.0,23,,115,2014115,,20.5,32.8,12.8,12.5,71.3,12.3,153.8,207.5,38.5,55.3,141,87,36,340,0.13 ,,,
2049,2014,07,BIRN14,7 BIRN14,1125-01578,05/18/2014,138,05/18/2014,2014138,138,22,22.0,22,,116,2014116,,19.5,30.4,12.1,11.3,68.2,10.9,123.2,177.8,37.8,49,93,56,20,275,0.13 ,,,
2050,2014,18,UPLA14,18 UPLA14,1125-01579,05/19/2014,139,05/19/2014,2014139,139,24,25.5,25,,115,2014115,,21.6,33.2,12.3,12.6,73,11.6,146.2,206.7,39.8,56.5,153,99,50,367,0.13 ,,,
2051,2014,29,UPLA14,29 UPLA14,1125-01580,05/19/2014,139,05/19/2014,2014139,139,24,25.5,25,,115,2014115,,21.7,33.4,13.9,12.8,75.3,11.7,149.8,222.9,41.9,58.4,156,100,49,350,0.12 ,,,
2052,2014,30,UPLA14,30 UPLA14,1125-01581,05/19/2014,139,05/19/2014,2014139,139,24,25.6,26,,115,2014115,,22.8,35.5,13.3,13.6,76.7,12.7,172.7,238.7,41.2,57.9,160,103,50,414,0.13 ,,,
2053,2014,41,UPLA14,41 UPLA14,1125-01582,05/19/2014,139,05/19/2014,2014139,139,24,25.6,26,,115,2014115,,22.6,34.1,13,13.1,74.1,11.5,150.7,222.5,40,58.2,157,101,53,390,0.13 ,,,
2054,2014,52,UPLA14,52 UPLA14,1125-01583,05/19/2014,139,05/19/2014,2014139,139,23,23.0,23,,116,2014116,,21,33.3,13.1,12.1,73.5,12.3,148.8,209.8,40.2,60.6,130,78,34,375,0.12 ,,,
2055,2014,63,ROTA14,63 ROTA14,1125-01539,05/19/2014,139,05/19/2014,2014139,139,26,25.9,26,,113,2014113,,22,33.8,12.7,12.7,75,11.8,149.9,214.6,41.2,57.1,162,109,55,417,0.13 ,,,
2056,2014,74,ROTA14,74 ROTA14,1125-01540,05/19/2014,139,05/19/2014,2014139,139,26,25.6,26,,113,2014113,,21.1,31.3,11.5,11.7,72.8,10.2,119.3,181.5,41.5,55.3,154,102,53,362,0.13 ,,,
2057,2014,85,ROTA14,85 ROTA14,1125-01541,05/19/2014,139,05/19/2014,2014139,139,26,25.6,26,,113,2014113,,23,35.6,13,13,76.5,12.6,163.8,231.4,40.9,58,157,100,52,422,0.13 ,,,
2058,2014,96,ROTA14,96 ROTA14,1125-01542,05/19/2014,139,05/19/2014,2014139,139,24,24.5,24,,115,2014115,,19.6,32.2,11.5,11.2,67.5,12.6,141.1,182.7,35.3,50.5,125,73,32,291,0.13 ,,,
2059,2014,08,FOPA14,8 FOPA14,1125-01584,05/20/2014,140,05/20/2014,2014140,140,22,22.0,22,,118,2014118,,20.7,30.2,12.8,11.8,71,9.5,112.1,185.7,40.8,57.2,130,78,40,370,0.13 ,,,
2060,2014,19,FOPA14,19 FOPA14,1125-01585,05/20/2014,140,05/20/2014,2014140,140,22,22.0,22,,118,2014118,,20.8,31.9,12.9,12.7,70.7,11.1,141.0,204.2,38.8,55.2,123,65,30,340,0.13 ,,,
2061,2014,20,SINE14,20 SINE14,1125-01586,05/20/2014,140,05/20/2014,2014140,140,25,26.0,26,,115,2014115,M,21.8,34.2,12.2,12.5,75.5,12.4,155.0,211.2,41.3,60.3,165,105,62,415,0.12 ,,,
2062,2014,31,SINE14,31 SINE14,1125-01587,05/20/2014,140,05/20/2014,2014140,140,25,24.8,25,,115,2014115,F,20,30.5,12.5,11.2,67.6,10.5,117.6,180.7,37.1,52.4,140,79,43,300,0.13 ,,,
2063,2014,42,THOR14,42 THOR14,1125-01588,05/21/2014,141,05/21/2014,2014141,141,26,26.1,26,,115,2014115,,23.3,35.3,13,12.8,78.9,12,153.6,227.7,43.6,63.6,168,113,58,447,0.12 ,,,
2064,2014,64,THOR14,64 THOR14,1125-01589,05/21/2014,141,05/21/2014,2014141,141,25,25.6,26,,116,2014116,,22.9,35.2,13.2,13.2,77.5,12.3,162.4,232.3,42.3,64.4,163,99,55,427,0.12 ,,,
2065,2014,75,THOR14,75 THOR14,1125-01590,05/21/2014,141,05/21/2014,2014141,141,25,25.5,26,,116,2014116,F,20.8,32.5,13.3,13.3,74.2,11.7,155.6,216.1,41.7,59.9,153,100,50,363,0.12 ,,,
2066,2014,86,THOR14,86 THOR14,1125-01591,05/21/2014,141,05/21/2014,2014141,141,24,25.2,25,,117,2014117,,21.5,34.3,13.2,13.4,75.6,12.8,171.5,228.1,41.3,62.7,155,94,43,402,0.12 ,,,
2067,2014,97,SEPG14,97 SEPG14,1125-01592,05/23/2014,143,05/23/2014,2014143,143,28,27.5,28,,115,2014115,,23,35.8,12.8,12.7,78.3,12.8,162.6,228.2,42.5,59.1,188,133,78,390,0.12 ,,,
2068,2014,09,SEPG14,9 SEPG14,1125-01593,05/23/2014,143,05/23/2014,2014143,143,28,26.6,27,,115,2014115,M,25.9,37.7,13.1,13.8,80.8,11.8,162.8,253.5,43.1,60.8,180,120,67,456,0.13 ,,,
2069,2014,10,SEPG14,10 SEPG14,1125-01594,05/23/2014,143,05/23/2014,2014143,143,28,27.5,28,,115,2014115,,24,36.2,12.6,13.5,77.6,12.2,164.7,236.2,41.4,58,183,128,82,398,0.13 ,,,
2070,2014,21,SEPG14,21 SEPG14,1125-01595,05/23/2014,143,05/23/2014,2014143,143,27,26.8,27,,116,2014116,M,24.9,37.6,12.1,13.6,82.2,12.7,172.7,241.6,44.6,61.3,182,123,69,460,0.13 ,,,
2071,2014,32,SEPG14,32 SEPG14,1125-01596,05/23/2014,143,05/23/2014,2014143,143,26,26.1,26,,117,2014117,,22,34.2,12.9,12.2,76.2,12.2,148.8,214.6,42,56.5,168,113,57,363,0.13 ,,,
2072,2014,43,YFER14,43 YFER14,1125-01597,05/24/2014,144,05/24/2014,2014144,144,27,26.8,27,,117,2014117,,23.1,36.3,13.1,14.4,80.4,13.2,190.1,249.6,44.1,60.9,179,120,70,408,0.12 ,,,
2073,2014,54,YFER14,54 YFER14,1125-01598,05/24/2014,144,05/24/2014,2014144,144,26,26.0,26,,118,2014118,,23.2,37.8,12.7,12.8,78.3,14.6,186.9,241.0,40.5,61.2,170,108,60,380,0.12 ,,,
2074,2014,65,YFER14,65 YFER14,1125-01599,05/24/2014,144,05/24/2014,2014144,144,27,26.7,27,,117,2014117,,22.9,34.6,13.2,13.2,78,11.7,154.4,228.4,43.4,60,180,123,66,368,0.12 ,,,
