"HatchDateJulYear","ID","FieldAge","CalcAge","AllSex","BNT","BW","BD","TEC","UB","UBS","TBS","Skull","Tarsus","Weight"
2000102,"K7 HAPA00",28,26.3,"",24.7,14.4,14.1,37.2,12.5,176.25,265.05,42.5,64.3,440
2000102,"L8 HAPA00",28,25.4,"",24.8,12.6,13.6,37.4,12.6,171.36,244.97,43.8,62.9,430
2000106,"M9 DBAR00",24,25.6,"",22.3,14.9,13.5,36.3,14,189,257.73,42,61.4,430
2000106,"N0 DBAR00",24,25.7,"",21.6,12.2,13,33.4,11.8,153.4,210.42,42.5,58.4,362
2000106,"O1 DBAR00",24,25.1,"",22.7,14.9,13.7,34.9,12.2,167.14,249.535,41,60.2,412
2000106,"P2 DBAR00",24,24.4,"M",21.9,15.1,14,33,11.1,155.4,240.075,40.5,61,380
2000106,"Q3 DBAR00",24,24.1,"",20.3,13.8,13.3,32.5,12.2,162.26,220.1875,39.2,55.5,345
2000111,"A8 YETH00",27,26.1,"",21.8,12.7,13.5,35.9,14.1,190.35,235.145,39.9,62.3,381
2000111,"B9 YETH00",27,25.9,"",21.1,11.7,11.8,33.9,12.8,151.04,199.1625,40.8,59.8,355
2000111,"Y1 YETH00",27,26.8,"",22,12.3,11.9,34.3,12.3,146.37,207.515,41.4,59.8,352
2000111,"Z2 YETH00",27,26.8,"",20.9,11.5,12.2,32.7,11.8,143.96,193.7475,42.6,61.1,352
2000112,"1-azure WFER00",24,25,"",21.8,12.2,13.9,33.8,12,166.8,220.545,40.5,55.4,345
2000112,"R4 NMUR00",25,25.2,"",20.2,11.8,12,32.2,12,144,191.59,38.7,55.9,290
2000112,"S5 NMUR00",25,24.8,"",18.2,11.6,12.1,28.3,10.1,122.21,167.6775,38.6,53.4,263
2000112,"T6 YFER00",24,24,"",20.3,13.8,13.1,33.2,12.9,168.99,223.27,37.5,58.7,350
2000112,"U7 YFER00",24,24.4,"",22.4,14,13.9,35,12.6,175.14,244.125,41.1,57.4,425
2000112,"V8 YFER00",24,24.4,"",22.6,14.2,12.9,34,11.4,147.06,230.35,39.8,59.2,385
2000112,"W9 YFER00",24,25,"",23.3,12.9,12.8,36.2,12.9,165.12,232.585,40,61.9,443
2000113,"C0 ECRI00",25,25.6,"",21.2,13,12.9,33.6,12.4,159.96,217.56,40.4,58.1,365
2000113,"D1 ECRI00",25,24.9,"",19.9,11.8,12.5,33.2,13.3,166.25,201.69,37.9,56.6,300
2000113,"E2 ECRI00",25,24.5,"",19.8,12.7,12.6,30.4,10.6,133.56,192.28,39.6,56.2,290
2000116,"F3 EKAY00",27,25.5,"",21.3,13.1,12.7,32.3,11,139.7,208.335,43.4,58.9,345
2000116,"G4 EKAY00",27,24.4,"",19.8,11.9,11.6,29.4,9.6,111.36,172.725,38.6,52.1,205
2000116,"H5 HABL00",27,26.2,"",23.1,14.2,13.6,36,12.9,175.44,250.2,41.7,61.3,400
2000117,"I6 SHEL00",27,26.4,"",21.7,12.6,11.6,32.8,11.1,128.76,198.44,39.2,55.3,320
2000117,"J7 SHEL00",27,24.6,"",19.6,11.8,11.6,31.4,11.8,136.88,183.69,38.5,55.6,302
2000117,"K8 HANS00",28,27.3,"",24,12.2,12.7,39.1,15.1,191.77,243.3975,42.8,64,407
2000117,"L9 HANS00",28,26.5,"",20.8,12.4,11.9,34.2,13.4,159.46,207.765,41.3,59.9,348
2000117,"M0 HANS00",28,27.5,"",24.1,12.3,12.4,36.2,12.1,150.04,223.535,44.8,59.9,392
2000117,"N1 HANS00",28,27.5,"F",22.7,12.7,12.2,36.2,13.5,164.7,225.345,40.2,60.5,372
2000117,"O2 HANS00",28,26.3,"",22.6,13.5,13,36.1,13.5,175.5,239.1625,42,60.8,412
2000117,"P3 NDYC00",28,28.2,"",22.9,12.9,12.7,36.2,13.3,168.91,231.68,41.4,53.9,335
2000117,"Q4 NDYC00",28,28.2,"",25,14.2,13.3,36.8,11.8,156.94,253,43.8,58.8,408
2000119,"R5 STA200",26,26,"",20.3,12.5,13.2,33.5,13.2,174.24,215.2375,39.3,56.6,343
2000119,"S6 STA200",26,26.2,"",20.6,10.9,11.2,32.5,11.9,133.28,179.5625,39.5,57.1,311
2000119,"T7 STA200",26,26.4,"M",21.8,11.7,13.3,34.6,12.8,170.24,216.25,41.5,60.5,366
2000124,"A9 WARO00",27,25.8,"",21.8,12.9,12.4,32.5,10.7,132.68,205.5625,42.4,59.5,395
2000124,"U8 HAW200",27,27,"F",24.1,13.8,13.8,38,13.9,191.82,262.2,43.2,63.9,439
2000124,"V9 HAW200",27,27,"",23,13.3,13.2,35.2,12.2,161.04,233.2,41.8,61.3,420
2000124,"W0 HAW200",27,27,"",21.6,14,12.5,35.4,13.8,172.5,234.525,40.4,59.2,412
2000124,"Y2 WARO00",27,26.2,"M",23.2,13.7,13.7,35.2,12,164.4,241.12,43.7,60.2,444
2000124,"Z3 WARO00",27,26.3,"M",22.6,12.5,13.2,36.9,14.3,188.76,237.0825,39.1,59.2,410
2000125,"X1 HAW200",26,26,"",21.7,12.6,12.9,33.6,11.9,153.51,214.2,42.4,60.5,398
2000147,"D2 HASH00",25,25,"",23.1,14.2,13.4,37.6,14.5,194.3,259.44,42.5,61.9,441
2000147,"E3 HASH00",25,25,"",21.6,12.8,12.2,34.4,12.8,156.16,215,39.3,57,350
2000147,"F4 MAR200",25,25,"M",23,12.6,13.2,36.4,13.4,176.88,234.78,42.5,63.1,441
2001107,"3A KNOL01",27,26.9,"M",22.7,13.6,13.6,38,15.3,208.08,258.4,38.9,58.8,375
2001107,"4B KNOL01",27,26.2,"F",21.8,12.4,11.7,35.6,13.8,161.46,214.49,38.2,56.9,315
2001107,"5C KNOL01",27,27,"F",22.6,11.9,12.7,35.1,12.5,158.75,215.865,39.9,55.4,319
2001107,"6D KNOL01",27,26.5,"F",21.5,12.4,12.1,33.6,12.1,146.41,205.8,39.3,55.1,320
2001108,"0H EOCR01",26,26.2,"F",22.1,12.3,13,35.3,13.2,171.6,223.2725,40.2,60.4,415
2001108,"1I EOCR01",26,25.9,"F",23.3,12.1,13.6,34.5,11.2,152.32,221.6625,42,61.1,395
2001108,"3K JSUP01",27,26.4,"M",21.4,13,13.2,33.7,12.3,162.36,220.735,42,61.3,415
2001108,"4L JSUP01",27,26.5,"M",24.7,13.5,13.6,38,13.3,180.88,257.45,42,64.5,472
2001108,"5M LRIS01",27,27,"M",22.9,12.7,13.2,35.5,12.6,166.32,229.8625,40.3,63.4,415
2001108,"6N LRIS01",27,27,"M",23.1,13.2,12.6,36.1,13,163.8,232.845,42.7,64.4,440
2001108,"7E EOCR01",26,26,"F",23.9,12.7,13.7,36,12.1,165.77,237.6,41.2,59.8,410
2001108,"7O LRIS01",27,27,"F",22.7,12.7,13.3,34.6,11.9,158.27,224.9,41.1,63.1,363
2001108,"8F EOCR01",26,25.9,"F",23,12.2,12.8,33.9,10.9,139.52,211.875,41.7,59.5,392
2001108,"9G EOCR01",26,25.7,"F",23.8,12.5,13.1,36,12.2,159.82,230.4,40.6,60,395
2001109,"2J EOCR01",25,24.3,"M",19.9,13.9,13.4,30.6,10.7,143.38,208.845,38.7,55.3,316
2001109,"8P WWCK01",27,27.4,"F",22.2,11.7,13.3,35.5,13.3,176.89,221.875,45,61.6,460
2001110,"0R WWCK01",26,25.6,"F",21.3,12.2,13,35.4,14.1,183.3,223.02,41.8,60.7,405
2001110,"1S WWCK01",26,25.2,"F",19.6,12.2,12.4,33.2,13.6,168.64,204.18,40.7,57.4,365
2001110,"9Q WWCK01",26,25.8,"M",21.3,11.9,13.1,34.8,13.5,176.85,217.5,42.7,61.8,440
2001112,"2T BISA01",24,25.5,"F",21.7,13.3,12.2,32.7,11,134.2,208.4625,41.2,59.9,375
2001112,"3U BISA01",24,25.6,"F",21,12.8,12.5,33.5,12.5,156.25,211.8875,39.2,59.5,380
2001112,"4V BISA01",24,25,"M",21.6,13.2,13.3,34.2,12.6,167.58,226.575,41.2,61.5,385
2001112,"5W BISA01",24,24.3,"F",18.7,12.3,12.1,30.4,11.7,141.57,185.44,38.1,58.1,322
2001112,"6X CSWL01",25,26.1,"F",20.1,12.2,11.9,32.2,12.1,143.99,194.005,40.7,60.2,355
2001112,"7Y CSWL01",25,26,"F",19.8,12.1,11.8,32.9,13.1,154.58,196.5775,39.9,62.9,367
2001113,"7D WCEM01",25,25,"M",23.2,11.9,12.3,36.8,13.6,167.28,222.64,41.2,62.4,405
2001114,"2S CCLI01",NA,28.9,"M",23.7,13,12.6,36.8,13.1,165.06,235.52,44.2,60.2,398
2001114,"3J BROT01",28,27,"M",23.7,13.9,12.7,31.2,7.5,95.25,207.48,49.4,62,367
2001114,"3T CCLI01",NA,28.8,"M",24.1,13.3,13.8,38.6,14.5,200.1,261.515,43.2,61.7,415
2001114,"4K BROT01",28,26.6,"M",23,13,12.2,36.4,13.4,163.48,229.32,41.7,62.4,343
2001114,"5L BROT01",28,25,"F",19.8,12,11,31.6,11.8,129.8,181.7,40.2,59.1,268
2001114,"6C WCEM01",24,24,"M",19.8,13.3,12.6,32.6,12.8,161.28,211.085,41,57.9,342
2001114,"8E CUGO01",27,26.5,"M",24.6,14.1,13.7,39.6,15,205.5,275.22,41.8,62.5,457
2001114,"9F CUGO01",27,26.9,"F",24.6,13.6,12.6,37.4,12.8,161.28,244.97,41.7,60.2,409
2001115,"4U NOGO01",NA,28.4,"M",25,13.2,13.6,38.9,13.9,189.04,260.63,44.8,60.7,455
2001115,"5V NOGO01",NA,28.8,"M",23.4,12.9,13.9,39.8,16.4,227.96,266.66,40.7,59.8,420
2001115,"6W NOGO01",NA,28.2,"F",23,13.4,12.3,34.8,11.8,145.14,223.59,42.7,59.5,388
2001116,"0G MNDY01",25,25,"M",23.5,13.4,12.4,37.4,13.9,172.36,241.23,41.4,60.7,423
2001116,"2I MNDY01",25,25,"F",23,12.2,12.4,32.7,9.7,120.28,201.105,42.9,59.8,387
2001116,"7X CCPL01",29,28,"F",24.1,12.7,12.4,37.5,13.4,166.16,235.3125,41,59.7,380
2001116,"8Y CCPL01",29,28.4,"M",24.7,12.6,13.4,36.2,11.5,154.1,235.3,44.4,62.8,410
2001116,"9Z CCPL01",29,26.5,"F",22.9,12.6,12.9,34.7,11.8,152.22,221.2125,41.9,59.2,382
2001117,"1H MNDY01",24,24,"F",22.1,12,11.7,32.8,10.7,125.19,194.34,41.1,57.4,348
2001117,"6M HOMS01",26,26.2,"F",22.9,12.3,12.7,37.6,14.7,186.69,235,37.9,57.6,343
2001117,"7N HOMS01",26,25.2,"M",22,12.8,13.1,35.7,13.7,179.47,231.1575,42,58.6,375
2001118,"0F MIPI01",NA,27.8,"M",22.5,12.7,12.8,36.5,14,179.2,232.6875,43.5,62.8,445
2001118,"1G MIPI01",NA,26.4,"F",22.5,12.5,12.1,34,11.5,139.15,209.1,41.8,59.1,335
2001118,"2H MIPI01",NA,28.8,"F",24.5,11.9,13.5,37.1,12.6,170.1,235.585,44.2,59,402
2001118,"5A BRBI01",27,27,"M",23.3,12.1,12.1,36.2,12.9,156.09,219.01,45.5,61.5,435
2001118,"6B BRBI01",27,27.2,"F",22.2,11.9,11.6,34.4,12.2,141.52,202.1,42.7,58.8,357
2001118,"7C BRBI01",27,26.1,"M",22.4,12.9,12.7,35,12.6,160.02,224,40.1,58,339
2001118,"8D BRBI01",27,26.6,"M",22.8,11.9,12.2,35.3,12.5,152.5,212.6825,43.7,62,350
2001118,"9E MIPI01",NA,29,"F",24.5,12.8,13.4,35.7,11.2,150.08,233.835,44.3,57,402
2001119,"0Q NMUR01",25,25.2,"F",18.4,12.3,11.4,30.7,12.3,140.22,181.8975,36.6,51.4,277
2001119,"1R NMUR01",25,24.7,"M",20,11.9,12.6,30.3,10.3,129.78,185.5875,39.1,50.2,248
2001119,"8O NMUR01",25,25.9,"F",19.6,12.9,12.4,31.1,11.5,142.6,196.7075,38.4,53.6,315
2001119,"9P NMUR01",25,26.5,"M",21,12.5,12.3,32.9,11.9,146.37,203.98,40.5,56.9,350
2001124,"3I WARO01",27,27.1,"F",23.6,13.2,13.3,36,12.4,164.92,238.5,41.5,61.5,415
2001124,"4J WARO01",27,26.8,"M",23.4,14.4,13.7,36.3,12.9,176.73,255.0075,43,63.3,462
2001124,"5K WARO01",27,26.6,"M",23.7,13.6,14.2,37.2,13.5,191.7,258.54,42.8,61.6,445
2001124,"6L WARO01",27,26,"F",21.9,12.1,12.6,33.8,11.9,149.94,208.715,41.3,59.2,412
2001130,"0P SWEG01",26,26.8,"F",23,13.8,12.6,37.1,14.1,177.66,244.86,42,58.7,400
2001130,"3S MMUR01",26,26.4,"F",22.7,13.7,14,36.7,14,196,254.1475,40.9,60.7,419
2001131,"1Q SWEG01",25,25.6,"M",23.4,13.4,13,36.5,13.1,170.3,240.9,40.2,58.3,386
2001131,"2R SWEG01",25,25.9,"F",21.3,12.9,12.2,32.2,10.9,132.98,202.055,41.4,58.1,365
2001131,"4T USGS01",28,26.8,"M",23.4,12.6,13.6,36.4,13,176.8,238.42,42.6,64.1,440
2001131,"5U USGS01",28,27.9,"",24.4,12.5,13,36.8,12.4,161.2,234.6,43,60.3,405
2001139,"6V BRTN01",25,26,"F",23.4,11.7,12.9,35.1,11.7,150.93,215.865,39.3,56.3,352
2001139,"7W BRTN01",25,25.8,"F",21.5,12,12.8,33.2,11.7,149.76,205.84,40,56.5,350
2001139,"8X BRTN01",25,25,"M",21.4,11.7,12.6,32.6,11.2,141.12,198.045,40.2,58.4,335
2002099,"2H EOCR02",25,25.3,"M",22.3,14.1,14,36,13.7,191.8,252.9,41.7,63.6,487
2002099,"3I EOCR02",25,25,"M",22.4,13.4,13.2,36.1,13.7,180.84,240.065,41.3,63,460
2002099,"4J EOCR02",25,24.9,"M",20.9,13.8,13.6,33.7,12.8,174.08,230.845,40.8,61.2,448
2002099,"5K EOCR02",25,24.6,"F",20.6,13.2,13.6,35,14.4,195.84,234.5,38.6,60.4,395
2002099,"6L EOCR02",25,24.4,"M",21.4,13.6,13.2,32.7,11.3,149.16,219.09,40,61.7,410
2002107,"4I DBAR02",29,27.1,"F",21.4,12.4,12.1,33.6,12.2,147.62,205.8,42.2,62.9,402
2002107,"5J DBAR02",29,26.4,"M",22,13.2,13.1,35.4,13.4,175.54,232.755,43.2,61.2,435
2002107,"6K DBAR02",29,27.6,"M",21.6,12.5,12.4,34.2,12.6,156.24,212.895,44.7,62.2,417
2002107,"7B CCLI02",28,27.8,"M",22.1,11.6,13.1,35.8,13.7,179.47,221.065,42.8,60.3,425
2002108,"0E NEEL02",27,26.2,"M",22.7,12.4,13.1,35.4,12.7,166.37,225.675,42,58.4,410
2002108,"1F NEEL02",27,25.6,"F",21.5,12.3,11.7,32.4,10.9,127.53,194.4,40.3,54.5,370
2002108,"2G NEEL02",27,26,"M",22,11.8,12,33.5,11.5,138,199.325,43.4,60,385
2002108,"3H NEEL02",27,24.6,"F",18.2,11.9,11.4,29.6,11.4,129.96,172.42,39,51.4,285
2002108,"6A CCLI02",27,27.2,"M",28.8,12.6,13,36,7.2,93.6,230.4,41.6,59.2,403
2002108,"7M SWPG02",27,26.6,"F",22,11.4,11.8,33.4,11.4,134.52,193.72,43,59.3,387
2002108,"8C CCLI02",27,26.6,"",21.1,10.7,11.9,33.8,12.7,151.13,190.97,39.4,54.8,343
2002109,"0O JEWL02",27,26.2,"M",22.5,12.2,11.5,35.3,12.8,147.2,209.1525,41,59.6,395
2002109,"1P JEWL02",27,25.8,"F",20.5,11.5,11.6,32.4,11.9,138.04,187.11,41.8,59.3,365
2002109,"2Q JEWL02",27,26.4,"F",21.4,10.6,11.7,34,12.6,147.42,189.55,40.6,59.6,345
2002109,"3R JEWL02",27,25.3,"F",20.7,11.8,10.7,32.8,12.1,129.47,184.5,39.7,58.6,298
2002109,"4S BLAC02",28,28.8,"M",24.5,13.3,14.2,38.4,13.9,197.38,264,44.2,60.6,418
2002109,"7L MART02",27,26.5,"F",21.2,12.8,11.9,34,12.8,152.32,209.95,41.8,61.1,380
2002109,"8M MART02",27,27.4,"M",24.8,14.3,14.1,38.9,14.1,198.81,276.19,44.7,64.6,478
2002109,"8N SWPG02",26,25.6,"F",20.9,12.7,11.9,32,11.1,132.09,196.8,42.9,60.2,430
2002109,"9D CCLI02",26,25.6,"M",19,11.5,11.2,29.8,10.8,120.96,169.115,40.9,57.6,320
2002109,"9N MART02",27,27.3,"F",23.2,13.9,13,35.1,11.9,154.7,236.0475,42.9,60.4,398
2002109,"9O SWPG02",26,26.2,"F",22.1,13.1,13.1,35.6,13.5,176.85,233.18,39.7,61.7,412
2002114,"0D CCPL02",28,28.8,"M",25.2,13.6,13.1,29.5,4.3,56.33,196.9125,54.7,62.8,410
2002114,"1E CCPL02",28,28.5,"M",25.2,14,14.1,39.4,14.2,200.22,276.785,43,61.6,422
2002115,"2F CCPL02",27,27,"M",25.7,13.4,13.7,40.3,14.6,200.02,273.0325,43.4,61.6,428
2002115,"6U DRIN02",25,25.2,"F",20.4,13.1,11.7,30.7,10.3,120.51,190.34,43.1,58.8,398
2002115,"7V DRIN02",25,25.4,"F",20.4,13.3,12.5,28.7,8.3,103.75,185.115,42.6,58,390
2002115,"8W DRIN02",25,25.1,"F",21,12.1,12.2,29.7,8.7,106.14,180.4275,42.7,56.6,388
2002115,"9X DRIN02",25,24.9,"F",21,11.8,12.2,28.5,7.5,91.5,171,45.2,57.2,368
2002116,"0Y BRTN02",26,26,"F",21.7,11.6,12.8,34.8,13.1,167.68,212.28,40.5,61,380
2002116,"1Z BRTN02",26,26,"F",21.9,11.8,13,35.1,13.2,171.6,217.62,41.1,61,395
2002116,"4H LANS02",27,26.3,"M",22.5,12.9,12.5,35.8,13.3,166.25,227.33,43.9,62.6,432
2002116,"7A BRTN02",26,26,"F",20.6,12.3,12.2,32,11.4,139.08,196,39,54.6,338
2002117,"5I LANS02",26,26.1,"M",22.3,12.2,12.4,34.4,12.1,150.04,211.56,43,60.4,426
2002117,"6J LANS02",26,26,"M",23.2,12.9,12.4,36.1,12.9,159.96,228.3325,43.4,60.2,400
2002117,"8B BRTN02",25,25,"M",20.4,11.4,11.9,32.9,12.5,148.75,191.6425,39.8,57.2,343
2002118,"7K LANS02",25,25,"F",20.3,12.4,12,31.1,10.8,129.6,189.71,41.4,56.1,362
2002119,"8L ALOT02",24,24.4,"M",21.3,13.7,12.6,33.8,12.5,157.5,222.235,39.8,58.1,382
2002119,"9M ALOT02",24,24.3,"M",21,14.2,12.8,35.2,14.2,181.76,237.6,39.8,58.9,400
2002120,"1O ORHA02",28,28.4,"M",24.6,14,14.2,37.2,12.6,178.92,262.26,45.4,62.1,467
2002121,"0N WARO02",27,27.2,"M",22,12.4,13,34.6,12.6,163.8,219.71,43.6,58.1,425
2002122,"2P ORHA02",26,25.9,"M",21.4,13.1,12.5,34.4,13,162.5,220.16,42.7,55.8,320
2002124,"3Q VETS02",26,25.6,"M",19.8,12.6,11.8,31.6,11.8,139.24,192.76,41.2,56.6,295
2002126,"4R VETS02",NA,24.5,"F",18.8,11.7,10.2,30.1,11.3,115.26,164.7975,37.9,50.3,200
2002133,"6T STAD02",26,25.9,"F",20.9,11.2,11.9,33.6,12.7,151.13,194.04,36.5,51.9,270
2002133,"7U STAD02",26,25.9,"F",21.4,12,11.6,33.8,12.4,143.84,199.42,39.7,55,290
2002141,"0X HAPA02",25,24.8,"M",21.1,11.9,12.3,33.7,12.6,154.98,203.885,39.8,58.5,342
2002141,"1Y HAPA02",25,24.7,"M",21.6,12,12.2,35,13.4,163.48,211.75,38.4,59.2,338
2002141,"2Z HAPA02",25,24.9,"F",21.4,11.8,12.2,33,11.6,141.52,198,38.2,55.5,342
2002141,"9B FERG02",28,28.7,"M",25.7,14.2,13.5,38.9,13.2,178.2,269.3825,45.1,61.3,420
2002142,"0C FERG02",27,26.8,"M",23.6,13.7,12.9,37,13.4,172.86,246.05,41.1,58.2,382
2002142,"9W HAPA02",24,24.5,"M",21,11.7,11.8,34.5,13.5,159.3,202.6875,37.6,56,318
2002150,"1D WKA202",27,26.7,"F",24.6,11.4,13.4,38.6,14,187.6,239.32,39.4,58.6,365
2002150,"3F WKA202",27,26.4,"F",23.3,11.4,12.4,37,13.7,169.88,220.15,40.9,58.9,384
2002151,"2E WKA202",26,26.1,"M",24.9,12.4,13.3,38.3,13.4,178.22,246.0775,42.3,61.3,410
2002152,"4G WKA202",25,25.3,"F",22.7,12.2,11.6,35.5,12.8,148.48,211.225,38.5,55.7,308
2002154,"5H SIS202",26,25.9,"F",23.6,11.9,12.2,37.2,13.6,165.92,224.13,39.4,59.6,398
2002154,"6I SIS202",26,25.4,"M",23.2,12.4,12.5,36.6,13.4,167.5,227.835,40.7,58.9,385
2002156,"7J SIS202",24,24.4,"F",19.4,11.1,11.3,31.4,12,135.6,175.84,37.7,53.8,272
2003105,"2D FOHA03",NA,28.3,"M",23.9,13.1,13.3,36.6,12.7,168.91,241.56,43.5,61.3,395
2003105,"3E FOHA03",NA,28.2,"F",22.7,12.1,11.8,35,12.3,145.14,209.125,41.8,58.5,310
2003106,"0B HOMS03",29,27.5,"F",22.6,12.6,12.2,35.2,12.6,153.72,218.24,41.4,60.2,325
2003106,"0W ALOT03",28,27.1,"M",22.8,13,12.1,36.4,13.6,164.56,228.41,42.4,63.1,394
2003106,"1C HOMS03",29,28,"M",23.6,14.2,12.4,37.3,13.7,169.88,248.045,42.7,61.9,367
2003106,"1X ALOT03",28,26.6,"F",22.4,12,12.3,35,12.6,154.98,212.625,41.3,58.9,383
2003106,"2Y ALOT03",28,26.7,"F",22.7,12.9,12.8,36.1,13.4,171.52,231.9425,40.9,58.8,353
2003106,"3Z ALOT03",28,27.3,"M",23.9,13.7,12.5,34.7,10.8,135,227.285,46.9,63.7,450
2003106,"9A HOMS03",29,27.3,"M",22,12.6,12,33.8,11.8,141.6,207.87,41.9,59.6,325
2003107,"1N JUDD03",25,25.9,"F",21.8,12.7,12.3,32.7,10.9,134.07,204.375,43.7,58.1,398
2003107,"2O JUDD03",25,25.8,"F",21.5,12.8,12.9,33.6,12.1,156.09,215.88,40.8,59.4,405
2003107,"3P JUDD03",25,27.1,"F",22.1,11.6,11.8,33.1,11,129.8,193.635,41.3,60.7,380
2003107,"4Q HAWA03",25,26.1,"M",23.2,12.7,14,35.4,12.2,170.8,236.295,42.9,64.2,430
2003107,"5R HAWA03",25,26.1,"M",22,13.6,13,31,9,117,206.15,45.6,62.8,430
2003107,"6S HAWA03",25,25.4,"M",21.3,13.9,12,32.6,11.3,135.6,211.085,43.5,59.9,392
2003107,"7T HAWA03",25,26.2,"F",21.9,11.7,12.5,34.9,13,162.5,211.145,41.4,60.2,409
2003107,"8U HAWA03",25,25.6,"M",22.4,13.2,12.8,34.2,11.8,151.04,222.3,44.7,61.2,442
2003107,"9V HAWA03",25,24.6,"M",19.7,13.2,12.1,30.9,11.2,135.52,195.4425,40.2,58.8,305
2003108,"0V MNDY03",29,26.9,"F",21.1,12.1,12,33.7,12.6,151.2,203.0425,40.1,57.7,356
2003108,"1W MNDY03",29,25.2,"F",21.1,12.7,11.7,33.2,12.1,141.57,202.52,39.9,55.1,327
2003108,"8T MNDY03",29,27.9,"F",23.6,14,13,35.5,11.9,154.7,239.625,42.1,60.3,390
2003108,"9U MNDY03",29,28,"M",23.1,13.6,13.5,36.1,13,175.5,244.5775,44,63.8,450
2003111,"0L LRIS03",25,25.5,"F",21.5,13.4,12.9,34.3,12.8,165.12,225.5225,41.7,59.8,355
2003111,"0U EWIL03",29,27.9,"F",24.5,15,14,36.8,12.3,172.2,266.8,42.3,62.4,415
2003111,"1M LRIS03",25,25.7,"M",22.4,14.1,13,34.2,11.8,153.4,231.705,41.1,63.6,375
2003111,"1V EWIL03",29,28.1,"F",24.6,13.4,13,36.8,12.2,158.6,242.88,41.9,61.4,400
2003111,"2C MIPI03",28,27.6,"M",23,12.6,12.2,35.6,12.6,153.72,220.72,43.9,61.4,448
2003111,"2N LRIS03",25,25.8,"F",21.2,13.6,12.5,32.7,11.5,143.75,213.3675,41.5,60.7,370
2003111,"3D MIPI03",28,27.5,"M",23.6,13.4,13.2,36.2,12.6,166.32,240.73,44.3,61.5,450
2003111,"3O LRIS03",25,25.8,"M",22,13.1,13.1,34.1,12.1,158.51,223.355,43.1,62.3,440
2003111,"4E MIPI03",28,26.5,"M",21.6,12.9,13.6,34,12.4,168.64,225.25,43.4,60.3,421
2003111,"5F MIPI03",28,27.1,"M",23,12.8,13.7,35.6,12.6,172.62,235.85,43.7,60.1,426
2003111,"5G BROT03",25,26.1,"M",23.6,13.3,13.1,37,13.4,175.54,244.2,41,63.2,370
2003111,"6H BROT03",25,26.1,"F",23.8,12.4,12.4,35.4,11.6,143.84,219.48,42,61.1,370
2003111,"7I BROT03",25,26.1,"F",23.7,13.6,13,36.6,12.9,167.7,243.39,40.8,60.4,368
2003111,"7R EWIL03",29,27.5,"M",25.3,14.6,14.8,38.4,13.1,193.88,282.24,44.2,63.2,485
2003111,"8J BROT03",25,25.9,"M",22.1,12.3,12.5,34,11.9,148.75,210.8,43.4,62.4,387
2003111,"8S EWIL03",29,27.3,"M",22.2,14.1,14.1,38.7,16.5,232.65,272.835,42.7,62.3,430
2003111,"9K LRIS03",25,25.8,"F",19.8,11.8,11.7,32,12.2,142.74,188,41.3,57.4,342
2003111,"9T EWIL03",29,26.9,"F",23,13.1,13.3,35.4,12.4,164.92,233.64,41.7,60.2,430
2003112,"0K NEWC03",28,25.8,"F",21.5,11.8,11.6,33.6,12.1,140.36,196.56,37.8,52.3,252
2003112,"1L NEWC03",28,27,"F",23.2,12.8,12.3,35.9,12.7,156.21,225.2725,41.1,57.2,342
2003112,"4F BROT03",24,25.6,"F",21.7,13.4,12.7,32.7,11,139.7,213.3675,40.1,60.5,447
2003112,"9J NEWC03",28,27.6,"F",23,12.1,12.3,35.8,12.8,157.44,218.38,41.4,55.9,375
2003113,"4P BRTN03",24,25.6,"",22,12.1,13.1,33.6,11.6,151.96,211.68,42.4,60.4,417
2003113,"5Q BRTN03",24,25.5,"F",21.4,13.6,14.2,33.5,12.1,171.82,232.825,39.1,59.5,387
2003113,"6R BRTN03",24,25.4,"F",21.6,12.7,13.7,34.5,12.9,176.73,227.7,37.3,55.9,354
2003113,"7S BRTN03",24,25.4,"M",21.7,12.9,12.7,34.4,12.7,161.29,220.16,41.8,60.4,407
2003114,"0A SWEG03",25,25.5,"F",20.1,11.7,11.6,32.6,12.5,145,189.895,38.6,53.3,289
2003114,"1B SWEG03",25,25.8,"F",20.2,13.4,11.8,31.8,11.6,136.88,200.34,39.5,56.2,310
2003114,"2X SWEG03",25,26.4,"F",22.5,14,12.8,34.4,11.9,152.32,230.48,41.9,55.9,358
2003114,"3Y SWEG03",25,25.8,"M",20.9,13,12.6,33.4,12.5,157.5,213.76,41.4,56.2,335
2003114,"4Z SWEG03",25,25.8,"M",21.51,13.4,12.8,33.5,11.99,153.472,219.425,42.2,53.9,356
2003114,"6G ECRI03",26,26.6,"M",21.9,12.2,11.9,35,13.1,155.89,210.875,40.2,58.4,327
2003114,"7H ECRI03",26,26.5,"F",22,11.4,12.8,34,12,153.6,205.7,41.5,57.2,344
2003114,"8I ECRI03",26,24.8,"F",20,11.6,10.8,30.1,10.1,109.08,168.56,40,55.8,250
2003116,"00 TRUP03",27,26.4,"F",21.1,11.5,12,32.9,11.8,141.6,193.2875,41.7,56.2,297
2003116,"01 TRUP03",27,26.1,"M",21.6,12.5,12.2,32.9,11.3,137.86,203.1575,43.5,56.9,297
2003116,"5Z TRUP03",27,27.2,"M",22.7,13,12.8,35.7,13,166.4,230.265,43.5,59.4,342
